tree_node_id,parent_tree_node_id,global_problem_id,node_role,node_type,title,summary,node_text,depth,order,source,normalized_difficulty,difficulty_bucket,original_tags,normalized_tags,topic_group,url,metadata
content::codeforces_2220_A_02_INPUT,group::codeforces_2220_A::UNDERSTANDING,codeforces_2220_A,CONTENT,INPUT,Blocked - Input,Input Each test contains multiple test cases. The first line contains the number of test cases $$$t$$$ ($$$1 \le t \le 400$$$). The description of the test cases follows. The first line of each...,"Input
Each test contains multiple test cases. The first line contains the number of test cases $$$t$$$ ($$$1 \le t \le 400$$$). The description of the test cases follows.
The first line of each test case contains an integer $$$n$$$ ($$$1 \le n \le 200$$$).
The second line contains $$$n$$$ integers, denoting the array $$$a$$$ ($$$\textbf{1} \le a_i \le 100$$$).",6,2,codeforces,800.0,800-1199,"[""greedy"", ""sortings""]","[""greedy"", ""techniques""]","[""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2220/A,"{""page_node_id"": ""codeforces_2220_A::02_INPUT"", ""parent_problem_node"": ""problem::codeforces_2220_A""}"
content::codeforces_2220_B_02_INPUT,group::codeforces_2220_B::UNDERSTANDING,codeforces_2220_B,CONTENT,INPUT,OIE Excursion - Input,Input Each test contains multiple test cases. The first line contains the number of test cases $$$t$$$ ($$$1 \le t \le 10^4$$$). The description of the test cases follows. Each test case consists of...,"Input
Each test contains multiple test cases. The first line contains the number of test cases $$$t$$$ ($$$1 \le t \le 10^4$$$). The description of the test cases follows.
Each test case consists of two lines:
The first line contains two integers $$$n$$$ and $$$m$$$ ($$$2 \le n \le 2 \cdot 10^5$$$, $$$2 \le m \le 10^9$$$) — the number of volunteers and the cycle length of the timers.
The second line contains $$$n$$$ integers $$$a_1, a_2, \ldots, a_n$$$ ($$$0 \le a_i \lt m$$$), where $$$a_i$$$ represents the initial value of the $$$i$$$-th volunteer's timer at $$$t=0$$$.
It is guaranteed that the sum of $$$n$$$ over all test cases does not exceed $$$2 \cdot 10^5$$$.",6,2,codeforces,1200.0,1200-1599,"[""greedy""]","[""greedy""]","[""greedy""]",https://codeforces.com/problemset/problem/2220/B,"{""page_node_id"": ""codeforces_2220_B::02_INPUT"", ""parent_problem_node"": ""problem::codeforces_2220_B""}"
content::codeforces_2219_A_03_OUTPUT,group::codeforces_2219_A::UNDERSTANDING,codeforces_2219_A,CONTENT,OUTPUT,Grid L - Output,"Output For each test case, print any valid $$$n$$$ and $$$m$$$ such that it's possible to construct $$$n \times m$$$ using all pieces. If there are no such $$$n$$$ and $$$m$$$, print $$$-1$$$.","Output
For each test case, print any valid $$$n$$$ and $$$m$$$ such that it's possible to construct $$$n \times m$$$ using all pieces. If there are no such $$$n$$$ and $$$m$$$, print $$$-1$$$.",6,3,codeforces,1400.0,1200-1599,"[""brute force"", ""constructive algorithms"", ""math"", ""number theory""]","[""implementation_constructive"", ""math""]","[""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2219/A,"{""page_node_id"": ""codeforces_2219_A::03_OUTPUT"", ""parent_problem_node"": ""problem::codeforces_2219_A""}"
content::codeforces_2219_B1_03_OUTPUT,group::codeforces_2219_B1::UNDERSTANDING,codeforces_2219_B1,CONTENT,OUTPUT,Unique Values (Easy version) - Output,,,6,3,codeforces,1900.0,1600-1999,"[""binary search"", ""constructive algorithms"", ""divide and conquer"", ""interactive"", ""math""]","[""techniques"", ""implementation_constructive"", ""interactive"", ""math""]","[""techniques"", ""implementation_constructive"", ""interactive"", ""math""]",https://codeforces.com/problemset/problem/2219/B1,"{""page_node_id"": ""codeforces_2219_B1::03_OUTPUT"", ""parent_problem_node"": ""problem::codeforces_2219_B1""}"
content::codeforces_2219_C_03_OUTPUT,group::codeforces_2219_C::UNDERSTANDING,codeforces_2219_C,CONTENT,OUTPUT,Coloring a Red Black Tree - Output,"Output For each test case, output a single real number representing the minimum expected number of operations. Your answer is considered correct if its absolute or relative error does not exceed $$$10^{-6}$$$. Formally, let...","Output
For each test case, output a single real number representing the minimum expected number of operations.
Your answer is considered correct if its absolute or relative error does not exceed $$$10^{-6}$$$.
Formally, let your answer be $$$x$$$, and the jury's answer be $$$y$$$. Your answer is accepted if and only if $$$\frac{|x - y|}{\max{(1, |y|)}} \le 10^{-6}$$$.",6,3,codeforces,2300.0,2000-2399,"[""dfs and similar"", ""dp"", ""greedy"", ""math"", ""probabilities"", ""trees""]","[""graphs"", ""dynamic_programming"", ""greedy"", ""math""]","[""graphs"", ""dynamic_programming"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2219/C,"{""page_node_id"": ""codeforces_2219_C::03_OUTPUT"", ""parent_problem_node"": ""problem::codeforces_2219_C""}"
content::codeforces_2219_D_03_OUTPUT,group::codeforces_2219_D::UNDERSTANDING,codeforces_2219_D,CONTENT,OUTPUT,MEX Replacement on Tree - Output,"Output For each test case, output a single line containing an integer: the maximum value of $$$\sum\limits_{v = 1}^n f(v)$$$ after performing the above operation no more than once (possibly zero).","Output
For each test case, output a single line containing an integer: the maximum value of $$$\sum\limits_{v = 1}^n f(v)$$$ after performing the above operation no more than once (possibly zero).",6,3,codeforces,2700.0,2400+,"[""data structures"", ""implementation"", ""math"", ""trees""]","[""data_structures"", ""implementation_constructive"", ""math"", ""graphs""]","[""data_structures"", ""implementation_constructive"", ""math"", ""graphs""]",https://codeforces.com/problemset/problem/2219/D,"{""page_node_id"": ""codeforces_2219_D::03_OUTPUT"", ""parent_problem_node"": ""problem::codeforces_2219_D""}"
content::codeforces_2219_E_03_OUTPUT,group::codeforces_2219_E::UNDERSTANDING,codeforces_2219_E,CONTENT,OUTPUT,Weird Chessboard - Output,"Output For each test case, print $$$n$$$ lines. In the $$$i$$$-th line, print $$$n$$$ integers separated by spaces, where a $$$1$$$ represents that there is a piece in that cell, and a $$$0$$$ represents...","Output
For each test case, print $$$n$$$ lines. In the $$$i$$$-th line, print $$$n$$$ integers separated by spaces, where a $$$1$$$ represents that there is a piece in that cell, and a $$$0$$$ represents that there is not.
The $$$j$$$-th integer in the $$$i$$$-th line corresponds to cell $$$(i,j)$$$.",6,3,codeforces,3500.0,2400+,"[""constructive algorithms"", ""math""]","[""implementation_constructive"", ""math""]","[""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2219/E,"{""page_node_id"": ""codeforces_2219_E::03_OUTPUT"", ""parent_problem_node"": ""problem::codeforces_2219_E""}"
content::codeforces_2220_A_03_OUTPUT,group::codeforces_2220_A::UNDERSTANDING,codeforces_2220_A,CONTENT,OUTPUT,Blocked - Output,"Output For each test case, print any order of $$$a$$$ such that no position is blocked if it exists, otherwise print $$$-1$$$.","Output
For each test case, print any order of $$$a$$$ such that no position is blocked if it exists, otherwise print $$$-1$$$.",6,3,codeforces,800.0,800-1199,"[""greedy"", ""sortings""]","[""greedy"", ""techniques""]","[""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2220/A,"{""page_node_id"": ""codeforces_2220_A::03_OUTPUT"", ""parent_problem_node"": ""problem::codeforces_2220_A""}"
content::codeforces_2220_B_03_OUTPUT,group::codeforces_2220_B::UNDERSTANDING,codeforces_2220_B,CONTENT,OUTPUT,OIE Excursion - Output,"Output For each test case, print a line containing either "" YES "" or "" NO "", representing whether Hector can escape. You can output the answer in any case (upper or lower). For...","Output
For each test case, print a line containing either ""
YES
"" or ""
NO
"", representing whether Hector can escape. You can output the answer in any case (upper or lower). For example, the strings ""
yEs
"", ""
yes
"", ""
Yes
"", and ""
YES
"" will be recognized as positive responses.",6,3,codeforces,1200.0,1200-1599,"[""greedy""]","[""greedy""]","[""greedy""]",https://codeforces.com/problemset/problem/2220/B,"{""page_node_id"": ""codeforces_2220_B::03_OUTPUT"", ""parent_problem_node"": ""problem::codeforces_2220_B""}"
content::codeforces_2219_A_04_CONSTRAINTS,group::codeforces_2219_A::UNDERSTANDING,codeforces_2219_A,CONTENT,CONSTRAINTS,Grid L - Constraints,,,6,4,codeforces,1400.0,1200-1599,"[""brute force"", ""constructive algorithms"", ""math"", ""number theory""]","[""implementation_constructive"", ""math""]","[""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2219/A,"{""page_node_id"": ""codeforces_2219_A::04_CONSTRAINTS"", ""parent_problem_node"": ""problem::codeforces_2219_A""}"
content::codeforces_2219_B1_04_CONSTRAINTS,group::codeforces_2219_B1::UNDERSTANDING,codeforces_2219_B1,CONTENT,CONSTRAINTS,Unique Values (Easy version) - Constraints,,,6,4,codeforces,1900.0,1600-1999,"[""binary search"", ""constructive algorithms"", ""divide and conquer"", ""interactive"", ""math""]","[""techniques"", ""implementation_constructive"", ""interactive"", ""math""]","[""techniques"", ""implementation_constructive"", ""interactive"", ""math""]",https://codeforces.com/problemset/problem/2219/B1,"{""page_node_id"": ""codeforces_2219_B1::04_CONSTRAINTS"", ""parent_problem_node"": ""problem::codeforces_2219_B1""}"
content::codeforces_2219_C_04_CONSTRAINTS,group::codeforces_2219_C::UNDERSTANDING,codeforces_2219_C,CONTENT,CONSTRAINTS,Coloring a Red Black Tree - Constraints,,,6,4,codeforces,2300.0,2000-2399,"[""dfs and similar"", ""dp"", ""greedy"", ""math"", ""probabilities"", ""trees""]","[""graphs"", ""dynamic_programming"", ""greedy"", ""math""]","[""graphs"", ""dynamic_programming"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2219/C,"{""page_node_id"": ""codeforces_2219_C::04_CONSTRAINTS"", ""parent_problem_node"": ""problem::codeforces_2219_C""}"
content::codeforces_2219_D_04_CONSTRAINTS,group::codeforces_2219_D::UNDERSTANDING,codeforces_2219_D,CONTENT,CONSTRAINTS,MEX Replacement on Tree - Constraints,,,6,4,codeforces,2700.0,2400+,"[""data structures"", ""implementation"", ""math"", ""trees""]","[""data_structures"", ""implementation_constructive"", ""math"", ""graphs""]","[""data_structures"", ""implementation_constructive"", ""math"", ""graphs""]",https://codeforces.com/problemset/problem/2219/D,"{""page_node_id"": ""codeforces_2219_D::04_CONSTRAINTS"", ""parent_problem_node"": ""problem::codeforces_2219_D""}"
content::codeforces_2219_E_04_CONSTRAINTS,group::codeforces_2219_E::UNDERSTANDING,codeforces_2219_E,CONTENT,CONSTRAINTS,Weird Chessboard - Constraints,,,6,4,codeforces,3500.0,2400+,"[""constructive algorithms"", ""math""]","[""implementation_constructive"", ""math""]","[""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2219/E,"{""page_node_id"": ""codeforces_2219_E::04_CONSTRAINTS"", ""parent_problem_node"": ""problem::codeforces_2219_E""}"
content::codeforces_2220_A_04_CONSTRAINTS,group::codeforces_2220_A::UNDERSTANDING,codeforces_2220_A,CONTENT,CONSTRAINTS,Blocked - Constraints,,,6,4,codeforces,800.0,800-1199,"[""greedy"", ""sortings""]","[""greedy"", ""techniques""]","[""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2220/A,"{""page_node_id"": ""codeforces_2220_A::04_CONSTRAINTS"", ""parent_problem_node"": ""problem::codeforces_2220_A""}"
content::codeforces_2220_B_04_CONSTRAINTS,group::codeforces_2220_B::UNDERSTANDING,codeforces_2220_B,CONTENT,CONSTRAINTS,OIE Excursion - Constraints,,,6,4,codeforces,1200.0,1200-1599,"[""greedy""]","[""greedy""]","[""greedy""]",https://codeforces.com/problemset/problem/2220/B,"{""page_node_id"": ""codeforces_2220_B::04_CONSTRAINTS"", ""parent_problem_node"": ""problem::codeforces_2220_B""}"
content::codeforces_2219_A_05_EXAMPLES,group::codeforces_2219_A::UNDERSTANDING,codeforces_2219_A,CONTENT,EXAMPLES,Grid L - Examples,"[{""input"": ""7\n1 2\n1 3\n5 1\n2 5\n2 10\n100000000 100000000\n1 1"", ""output"": ""-1\n1 2\n1 2\n2 2\n2 4\n-1\n-1"", ""sample_index"": 1}]","[{""input"": ""7\n1 2\n1 3\n5 1\n2 5\n2 10\n100000000 100000000\n1 1"", ""output"": ""-1\n1 2\n1 2\n2 2\n2 4\n-1\n-1"", ""sample_index"": 1}]",6,5,codeforces,1400.0,1200-1599,"[""brute force"", ""constructive algorithms"", ""math"", ""number theory""]","[""implementation_constructive"", ""math""]","[""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2219/A,"{""page_node_id"": ""codeforces_2219_A::05_EXAMPLES"", ""parent_problem_node"": ""problem::codeforces_2219_A""}"
content::codeforces_2219_B1_05_EXAMPLES,group::codeforces_2219_B1::UNDERSTANDING,codeforces_2219_B1,CONTENT,EXAMPLES,Unique Values (Easy version) - Examples,"[{""input"": ""1\n2\n\n0\n\n2\n\n2\n\n0\n\n1"", ""output"": ""? 2 1 2\n\n? 2 1 4\n\n? 2 1 5\n\n? 5 1 2 3 4 5\n\n? 4 1 2 3 4\n\n! 1 2 3"", ""sample_index"": 1}]","[{""input"": ""1\n2\n\n0\n\n2\n\n2\n\n0\n\n1"", ""output"": ""? 2 1 2\n\n? 2 1 4\n\n? 2 1 5\n\n? 5 1 2 3 4 5\n\n? 4 1 2 3 4\n\n! 1 2 3"", ""sample_index"": 1}]",6,5,codeforces,1900.0,1600-1999,"[""binary search"", ""constructive algorithms"", ""divide and conquer"", ""interactive"", ""math""]","[""techniques"", ""implementation_constructive"", ""interactive"", ""math""]","[""techniques"", ""implementation_constructive"", ""interactive"", ""math""]",https://codeforces.com/problemset/problem/2219/B1,"{""page_node_id"": ""codeforces_2219_B1::05_EXAMPLES"", ""parent_problem_node"": ""problem::codeforces_2219_B1""}"
content::codeforces_2219_C_05_EXAMPLES,group::codeforces_2219_C::UNDERSTANDING,codeforces_2219_C,CONTENT,EXAMPLES,Coloring a Red Black Tree - Examples,"[{""input"": ""3\n3\n101\n1 2\n2 3\n5\n10010\n1 2\n2 3\n3 4\n2 5\n3\n010\n1 2\n2 3"", ""output"": ""1.00000000000000000000\n4.50000000000000000000\n2.00000000000000000000"", ""sample_index"": 1}]","[{""input"": ""3\n3\n101\n1 2\n2 3\n5\n10010\n1 2\n2 3\n3 4\n2 5\n3\n010\n1 2\n2 3"", ""output"": ""1.00000000000000000000\n4.50000000000000000000\n2.00000000000000000000"", ""sample_index"": 1}]",6,5,codeforces,2300.0,2000-2399,"[""dfs and similar"", ""dp"", ""greedy"", ""math"", ""probabilities"", ""trees""]","[""graphs"", ""dynamic_programming"", ""greedy"", ""math""]","[""graphs"", ""dynamic_programming"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2219/C,"{""page_node_id"": ""codeforces_2219_C::05_EXAMPLES"", ""parent_problem_node"": ""problem::codeforces_2219_C""}"
content::codeforces_2219_D_05_EXAMPLES,group::codeforces_2219_D::UNDERSTANDING,codeforces_2219_D,CONTENT,EXAMPLES,MEX Replacement on Tree - Examples,"[{""input"": ""7\n1\n0\n3\n1 0 2\n1 2\n1 3\n6\n1 4 5 2 0 3\n1 4\n1 5\n6 2\n2 5\n2 3\n5\n1 2 3 0 4\n1 2\n2 3\n3 4\n4 5\n10\n9 8 7 1 3 2 5 4 6 0\n6 10\n3...","[{""input"": ""7\n1\n0\n3\n1 0 2\n1 2\n1 3\n6\n1 4 5 2 0 3\n1 4\n1 5\n6 2\n2 5\n2 3\n5\n1 2 3 0 4\n1 2\n2 3\n3 4\n4 5\n10\n9 8 7 1 3 2 5 4 6 0\n6 10\n3 1\n8 7\n4 2\n2 8\n7 5\n10 9\n3 9\n6 4\n9\n8 4 0 6 5 7 3 1 2\n8 3\n4 2\n4 6\n9 3\n7 6\n1 5\n8 5\n9 2\n7\n1 5 2 3 6 0 4\n7 6\n4 3\n7 2\n5 1\n2 4\n6 5"", ""output"": ""1\n4\n12\n9\n30\n26\n17"", ""sample_index"": 1}]",6,5,codeforces,2700.0,2400+,"[""data structures"", ""implementation"", ""math"", ""trees""]","[""data_structures"", ""implementation_constructive"", ""math"", ""graphs""]","[""data_structures"", ""implementation_constructive"", ""math"", ""graphs""]",https://codeforces.com/problemset/problem/2219/D,"{""page_node_id"": ""codeforces_2219_D::05_EXAMPLES"", ""parent_problem_node"": ""problem::codeforces_2219_D""}"
content::codeforces_2219_E_05_EXAMPLES,group::codeforces_2219_E::UNDERSTANDING,codeforces_2219_E,CONTENT,EXAMPLES,Weird Chessboard - Examples,"[{""input"": ""1\n3"", ""output"": ""0 0 1 \n0 1 1 \n1 0 1"", ""sample_index"": 1}]","[{""input"": ""1\n3"", ""output"": ""0 0 1 \n0 1 1 \n1 0 1"", ""sample_index"": 1}]",6,5,codeforces,3500.0,2400+,"[""constructive algorithms"", ""math""]","[""implementation_constructive"", ""math""]","[""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2219/E,"{""page_node_id"": ""codeforces_2219_E::05_EXAMPLES"", ""parent_problem_node"": ""problem::codeforces_2219_E""}"
content::codeforces_2220_A_05_EXAMPLES,group::codeforces_2220_A::UNDERSTANDING,codeforces_2220_A,CONTENT,EXAMPLES,Blocked - Examples,"[{""input"": ""4\n3\n1 5 9\n4\n1 3 3 2\n3\n1 2 3\n1\n1"", ""output"": ""5 9 1\n-1\n3 1 2\n1"", ""sample_index"": 1}]","[{""input"": ""4\n3\n1 5 9\n4\n1 3 3 2\n3\n1 2 3\n1\n1"", ""output"": ""5 9 1\n-1\n3 1 2\n1"", ""sample_index"": 1}]",6,5,codeforces,800.0,800-1199,"[""greedy"", ""sortings""]","[""greedy"", ""techniques""]","[""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2220/A,"{""page_node_id"": ""codeforces_2220_A::05_EXAMPLES"", ""parent_problem_node"": ""problem::codeforces_2220_A""}"
content::codeforces_2220_B_05_EXAMPLES,group::codeforces_2220_B::UNDERSTANDING,codeforces_2220_B,CONTENT,EXAMPLES,OIE Excursion - Examples,"[{""input"": ""6\n8 5\n0 4 0 2 1 0 0 3\n6 2\n1 0 1 0 1 0\n6 2\n1 1 1 1 0 1\n2 10\n6 9\n2 2\n0 1\n5 1000000000\n1 2 3 4 999999999"", ""output"": ""YES\nYES\nNO\nYES\nYES\nYES"", ""sample_index"":...","[{""input"": ""6\n8 5\n0 4 0 2 1 0 0 3\n6 2\n1 0 1 0 1 0\n6 2\n1 1 1 1 0 1\n2 10\n6 9\n2 2\n0 1\n5 1000000000\n1 2 3 4 999999999"", ""output"": ""YES\nYES\nNO\nYES\nYES\nYES"", ""sample_index"": 1}]",6,5,codeforces,1200.0,1200-1599,"[""greedy""]","[""greedy""]","[""greedy""]",https://codeforces.com/problemset/problem/2220/B,"{""page_node_id"": ""codeforces_2220_B::05_EXAMPLES"", ""parent_problem_node"": ""problem::codeforces_2220_B""}"
content::codeforces_2219_A_06_NOTES,group::codeforces_2219_A::UNDERSTANDING,codeforces_2219_A,CONTENT,NOTES,Grid L - Notes,"Note Here are the constructions for examples 2, 3, and 4. We use a different color for different L-shaped pieces, black for all unit-length segments.","Note
Here are the constructions for examples 2, 3, and 4. We use a different color for different L-shaped pieces, black for all unit-length segments.",6,6,codeforces,1400.0,1200-1599,"[""brute force"", ""constructive algorithms"", ""math"", ""number theory""]","[""implementation_constructive"", ""math""]","[""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2219/A,"{""page_node_id"": ""codeforces_2219_A::06_NOTES"", ""parent_problem_node"": ""problem::codeforces_2219_A""}"
content::codeforces_2219_B1_06_NOTES,group::codeforces_2219_B1::UNDERSTANDING,codeforces_2219_B1,CONTENT,NOTES,Unique Values (Easy version) - Notes,"Note The secret array is $$$a = [1, 1, 1, 2, 2]$$$. In the first query, we ask for the number of values that appear exactly once in $$$[a_1, a_2] = [1, 1]$$$, since...","Note
The secret array is $$$a = [1, 1, 1, 2, 2]$$$.
In the first query, we ask for the number of values that appear exactly once in $$$[a_1, a_2] = [1, 1]$$$, since value 1 is repeated, the answer is 0.
In the second query, we ask for the number of values that appear exactly once in $$$[a_1, a_4] = [1, 2]$$$, since values 1 and 2 appear exactly once, the answer is 2.
In the fourth query, we ask for the number of values that appear exactly once in $$$[a_1, a_2, a_3, a_4, a_5] = [1, 1, 1, 2, 2]$$$, since values 1 and 2 are repeated, the answer is 0.
At the end, we print that the indices of the value repeated three times are 1, 2 and 3.",6,6,codeforces,1900.0,1600-1999,"[""binary search"", ""constructive algorithms"", ""divide and conquer"", ""interactive"", ""math""]","[""techniques"", ""implementation_constructive"", ""interactive"", ""math""]","[""techniques"", ""implementation_constructive"", ""interactive"", ""math""]",https://codeforces.com/problemset/problem/2219/B1,"{""page_node_id"": ""codeforces_2219_B1::06_NOTES"", ""parent_problem_node"": ""problem::codeforces_2219_B1""}"
content::codeforces_2219_C_06_NOTES,group::codeforces_2219_C::UNDERSTANDING,codeforces_2219_C,CONTENT,NOTES,Coloring a Red Black Tree - Notes,"Note In the first test case, there is only one node colored in black, which has only two red colored neighbors, thus, if we first apply the operation to the second node, we will...","Note
In the first test case, there is only one node colored in black, which has only two red colored neighbors, thus, if we first apply the operation to the second node, we will have a red colored tree in just one operation.",6,6,codeforces,2300.0,2000-2399,"[""dfs and similar"", ""dp"", ""greedy"", ""math"", ""probabilities"", ""trees""]","[""graphs"", ""dynamic_programming"", ""greedy"", ""math""]","[""graphs"", ""dynamic_programming"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2219/C,"{""page_node_id"": ""codeforces_2219_C::06_NOTES"", ""parent_problem_node"": ""problem::codeforces_2219_C""}"
content::codeforces_2219_D_06_NOTES,group::codeforces_2219_D::UNDERSTANDING,codeforces_2219_D,CONTENT,NOTES,MEX Replacement on Tree - Notes,"Note In the first example, not doing any operation is optimal, so the answer is $$$1$$$. In the second example, we have $$$f(1) = \mathrm{MEX}(\{p_1\}) = \mathrm{MEX}(\{1\}) = 0$$$ $$$f(2) = \mathrm{MEX}(\{p_1, p_2\}) =...","Note
In the first example, not doing any operation is optimal, so the answer is $$$1$$$.
In the second example, we have
$$$f(1) = \mathrm{MEX}(\{p_1\}) = \mathrm{MEX}(\{1\}) = 0$$$
$$$f(2) = \mathrm{MEX}(\{p_1, p_2\}) = \mathrm{MEX}(\{1, 0\}) = 2$$$
$$$f(3) = \mathrm{MEX}(\{p_1, p_3\}) = \mathrm{MEX}(\{1, 2\}) = 0$$$
And we have the following options:
Doing nothing would lead to $$$\sum\limits_{v = 1}^n f(v) = 2$$$
Doing operation on vertex $$$1$$$ would assign $$$f(1) = 0$$$ to $$$p_1$$$, change $$$f(1), f(2), f(3)$$$ to $$$1$$$, which leads to $$$\sum\limits_{v = 1}^n f(v) = 3$$$
Doing operation on vertex $$$2$$$ would assign $$$f(2) = 2$$$ to $$$p_2$$$, change $$$f(2)$$$ to $$$0$$$, which leads to $$$\sum\limits_{v = 1}^n f(v) = 0$$$
Doing operation on vertex $$$3$$$ would assign $$$f(3) = 0$$$ to $$$p_3$$$, change $$$f(3)$$$ to $$$2$$$, which leads to $$$\sum\limits_{v = 1}^n f(v) = 4$$$
So the answer is $$$4$$$, by doing operation on vertex $$$3$$$.",6,6,codeforces,2700.0,2400+,"[""data structures"", ""implementation"", ""math"", ""trees""]","[""data_structures"", ""implementation_constructive"", ""math"", ""graphs""]","[""data_structures"", ""implementation_constructive"", ""math"", ""graphs""]",https://codeforces.com/problemset/problem/2219/D,"{""page_node_id"": ""codeforces_2219_D::06_NOTES"", ""parent_problem_node"": ""problem::codeforces_2219_D""}"
content::codeforces_2219_E_06_NOTES,group::codeforces_2219_E::UNDERSTANDING,codeforces_2219_E,CONTENT,NOTES,Weird Chessboard - Notes,"Note This example is a chessboard of dimensions $$$3 \times 3$$$ where every cell is good . Cell $$$(3, 3)$$$ is good because the cells with pieces $$$(1, 3), (2, 3), (2, 2), (3,...","Note
This example is a chessboard of dimensions $$$3 \times 3$$$ where every cell is
good
.
Cell $$$(3, 3)$$$ is
good
because the cells with pieces $$$(1, 3), (2, 3), (2, 2), (3, 1)$$$ attack it, and this count is 4, which is even.
Cell $$$(1, 3)$$$ is
good
because no piece attacks it, so the count of pieces that attack this cell is 0.
Cell $$$(3, 2)$$$ is
good
, and notice that it is required for that cell to be
good
even though it does not have a piece.",6,6,codeforces,3500.0,2400+,"[""constructive algorithms"", ""math""]","[""implementation_constructive"", ""math""]","[""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2219/E,"{""page_node_id"": ""codeforces_2219_E::06_NOTES"", ""parent_problem_node"": ""problem::codeforces_2219_E""}"
content::codeforces_2220_A_06_NOTES,group::codeforces_2220_A::UNDERSTANDING,codeforces_2220_A,CONTENT,NOTES,Blocked - Notes,"Note In the third test case, the array [$$$3, 1, 2$$$] has no position blocked: Position $$$1$$$ is not blocked since $$$3$$$ can't be expressed as the sum of a subset of []. Position...","Note
In the third test case, the array [$$$3, 1, 2$$$] has no position blocked:
Position $$$1$$$ is not blocked since $$$3$$$ can't be expressed as the sum of a subset of [].
Position $$$2$$$ is not blocked since $$$1$$$ can't be expressed as the sum of a subset of [$$$3$$$].
Position $$$3$$$ is not blocked since $$$2$$$ can't be expressed as the sum of a subset of [$$$3, 1$$$].",6,6,codeforces,800.0,800-1199,"[""greedy"", ""sortings""]","[""greedy"", ""techniques""]","[""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2220/A,"{""page_node_id"": ""codeforces_2220_A::06_NOTES"", ""parent_problem_node"": ""problem::codeforces_2220_A""}"
content::codeforces_2220_B_06_NOTES,group::codeforces_2220_B::UNDERSTANDING,codeforces_2220_B,CONTENT,NOTES,OIE Excursion - Notes,"Note Case 1: Hector can move right every second without waiting or moving left and escape, because there is no $$$i$$$ such that $$$(a_i + i) \pmod m = 0$$$. Case 2: One possible...","Note
Case 1: Hector can move right every second without waiting or moving left and escape, because there is no $$$i$$$ such that $$$(a_i + i) \pmod m = 0$$$.
Case 2: One possible strategy is to wait for one second at the starting position and then move right every second without further waiting or moving left.",6,6,codeforces,1200.0,1200-1599,"[""greedy""]","[""greedy""]","[""greedy""]",https://codeforces.com/problemset/problem/2220/B,"{""page_node_id"": ""codeforces_2220_B::06_NOTES"", ""parent_problem_node"": ""problem::codeforces_2220_B""}"
