node_id,parent_node_id,global_problem_id,node_type,title,text,depth,order,source,normalized_difficulty,normalized_tags,topic_group,url,metadata
pi::pedagogy::approach::codeforces_2065_D::greedy,pi::problem::codeforces_2065_D,codeforces_2065_D,APPROACH,Skibidus and Sigma - Greedy Approach,"This problem can be interpreted through greedy. Evidence: Skibidus and Sigma

D. Skibidus and Sigma
time limit per test
2 seconds
memory limit per test
256 megabytes
input
standard input
output
standard output

Let's denote the score of an array $b$ with $k$ elements as $\sum_{i=1}^{k}\left(\sum_{j=1}^ib_j\right)$. In other words, let $S_i$ denote the sum of the first $i$ elements of $b$. Then, the score can be. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,42,codeforces,1200.0,"[""greedy"", ""techniques""]","[""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2065/D,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""Skibidus and Sigma\n\nD. Skibidus and Sigma\ntime limit per test\n2 seconds\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nLet's denote the score of an array $b$ with $k$ elements as $\\sum_{i=1}^{k}\\left(\\sum_{j=1}^ib_j\\right)$. In other words, let $S_i$ denote the sum of the first $i$ elements of $b$. Then, the score can be""}"
pi::pedagogy::approach::codeforces_2065_D::sorting,pi::problem::codeforces_2065_D,codeforces_2065_D,APPROACH,Skibidus and Sigma - Sorting Approach,"This problem can be interpreted through sorting. Evidence: $^{\text{∗}}$ A permutation of length $n$ contains all integers from $1$ to $n$ exactly once.. Prerequisites: ordering_argument, tie_handling. Common risks: tie_handling, wrong_ordering.",4,42,codeforces,1200.0,"[""greedy"", ""techniques"", ""sorting""]","[""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2065/D,"{""layer"": ""pedagogical_graph"", ""technique"": ""sorting"", ""prerequisites"": [""ordering_argument"", ""tie_handling""], ""risks"": [""tie_handling"", ""wrong_ordering""], ""evidence"": ""$^{\\text{∗}}$ A permutation of length $n$ contains all integers from $1$ to $n$ exactly once.""}"
pi::pedagogy::approach::codeforces_2065_C2::binary_search,pi::problem::codeforces_2065_C2,codeforces_2065_C2,APPROACH,Skibidus and Fanum Tax (hard version) - Binary Search Approach,"This problem can be interpreted through binary search. Evidence: Skibidus and Fanum Tax (hard version)

C2. Skibidus and Fanum Tax (hard version)
time limit per test
2 seconds
memory limit per test
256 megabytes
input
standard input
output
standard output

This is the hard version of the problem. In this version, $m \leq 2\cdot 10^5$.
Skibidus has obtained two arrays $a$ and $b$, containing $n$ and $m$ elements. Prerequisites: monotonic_predicate, bounds_reasoning, integer_overflow_awareness. Common risks: wrong_bounds, off_by_one, missing_monotonicity_proof.",4,43,codeforces,1300.0,"[""techniques"", ""greedy"", ""binary_search""]","[""techniques"", ""greedy""]",https://codeforces.com/problemset/problem/2065/C2,"{""layer"": ""pedagogical_graph"", ""technique"": ""binary_search"", ""prerequisites"": [""monotonic_predicate"", ""bounds_reasoning"", ""integer_overflow_awareness""], ""risks"": [""wrong_bounds"", ""off_by_one"", ""missing_monotonicity_proof""], ""evidence"": ""Skibidus and Fanum Tax (hard version)\n\nC2. Skibidus and Fanum Tax (hard version)\ntime limit per test\n2 seconds\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nThis is the hard version of the problem. In this version, $m \\leq 2\\cdot 10^5$.\nSkibidus has obtained two arrays $a$ and $b$, containing $n$ and $m$ elements""}"
pi::pedagogy::approach::codeforces_2065_C2::greedy,pi::problem::codeforces_2065_C2,codeforces_2065_C2,APPROACH,Skibidus and Fanum Tax (hard version) - Greedy Approach,"This problem can be interpreted through greedy. Evidence: Choose an integer $j$ such that $1 \leq j \leq m$.. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,43,codeforces,1300.0,"[""techniques"", ""greedy""]","[""techniques"", ""greedy""]",https://codeforces.com/problemset/problem/2065/C2,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""Choose an integer $j$ such that $1 \\leq j \\leq m$.""}"
pi::pedagogy::approach::codeforces_2065_C2::sorting,pi::problem::codeforces_2065_C2,codeforces_2065_C2,APPROACH,Skibidus and Fanum Tax (hard version) - Sorting Approach,"This problem can be interpreted through sorting. Evidence: Skibidus needs your help determining whether he can sort $a$ in non-decreasing order $^{\text{∗}}$ by performing the above operation some number of times.. Prerequisites: ordering_argument, tie_handling. Common risks: tie_handling, wrong_ordering.",4,43,codeforces,1300.0,"[""techniques"", ""greedy"", ""sorting""]","[""techniques"", ""greedy""]",https://codeforces.com/problemset/problem/2065/C2,"{""layer"": ""pedagogical_graph"", ""technique"": ""sorting"", ""prerequisites"": [""ordering_argument"", ""tie_handling""], ""risks"": [""tie_handling"", ""wrong_ordering""], ""evidence"": ""Skibidus needs your help determining whether he can sort $a$ in non-decreasing order $^{\\text{∗}}$ by performing the above operation some number of times.""}"
pi::pedagogy::approach::codeforces_2065_C1::binary_search,pi::problem::codeforces_2065_C1,codeforces_2065_C1,APPROACH,Skibidus and Fanum Tax (easy version) - Binary Search Approach,"This problem can be interpreted through binary search. Evidence: binary search dp greedy. Prerequisites: monotonic_predicate, bounds_reasoning, integer_overflow_awareness. Common risks: wrong_bounds, off_by_one, missing_monotonicity_proof.",4,44,codeforces,1100.0,"[""techniques"", ""dynamic_programming"", ""greedy"", ""binary_search""]","[""techniques"", ""dynamic_programming"", ""greedy""]",https://codeforces.com/problemset/problem/2065/C1,"{""layer"": ""pedagogical_graph"", ""technique"": ""binary_search"", ""prerequisites"": [""monotonic_predicate"", ""bounds_reasoning"", ""integer_overflow_awareness""], ""risks"": [""wrong_bounds"", ""off_by_one"", ""missing_monotonicity_proof""], ""evidence"": ""binary search dp greedy""}"
pi::pedagogy::approach::codeforces_2065_C1::dynamic_programming,pi::problem::codeforces_2065_C1,codeforces_2065_C1,APPROACH,Skibidus and Fanum Tax (easy version) - Dynamic Programming Approach,"This problem can be interpreted through dynamic programming. Evidence: binary search dp greedy. Prerequisites: state_design, transition_reasoning, base_cases. Common risks: wrong_state, missing_base_case, bad_complexity.",4,44,codeforces,1100.0,"[""techniques"", ""dynamic_programming"", ""greedy""]","[""techniques"", ""dynamic_programming"", ""greedy""]",https://codeforces.com/problemset/problem/2065/C1,"{""layer"": ""pedagogical_graph"", ""technique"": ""dynamic_programming"", ""prerequisites"": [""state_design"", ""transition_reasoning"", ""base_cases""], ""risks"": [""wrong_state"", ""missing_base_case"", ""bad_complexity""], ""evidence"": ""binary search dp greedy""}"
pi::pedagogy::approach::codeforces_2065_C1::greedy,pi::problem::codeforces_2065_C1,codeforces_2065_C1,APPROACH,Skibidus and Fanum Tax (easy version) - Greedy Approach,"This problem can be interpreted through greedy. Evidence: binary search dp greedy. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,44,codeforces,1100.0,"[""techniques"", ""dynamic_programming"", ""greedy""]","[""techniques"", ""dynamic_programming"", ""greedy""]",https://codeforces.com/problemset/problem/2065/C1,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""binary search dp greedy""}"
pi::pedagogy::approach::codeforces_2065_C1::sorting,pi::problem::codeforces_2065_C1,codeforces_2065_C1,APPROACH,Skibidus and Fanum Tax (easy version) - Sorting Approach,"This problem can be interpreted through sorting. Evidence: Skibidus needs your help determining whether he can sort $a$ in non-decreasing order $^{\text{∗}}$ by performing the above operation some number of times.. Prerequisites: ordering_argument, tie_handling. Common risks: tie_handling, wrong_ordering.",4,44,codeforces,1100.0,"[""techniques"", ""dynamic_programming"", ""greedy"", ""sorting""]","[""techniques"", ""dynamic_programming"", ""greedy""]",https://codeforces.com/problemset/problem/2065/C1,"{""layer"": ""pedagogical_graph"", ""technique"": ""sorting"", ""prerequisites"": [""ordering_argument"", ""tie_handling""], ""risks"": [""tie_handling"", ""wrong_ordering""], ""evidence"": ""Skibidus needs your help determining whether he can sort $a$ in non-decreasing order $^{\\text{∗}}$ by performing the above operation some number of times.""}"
pi::pedagogy::approach::codeforces_2065_B::greedy,pi::problem::codeforces_2065_B,codeforces_2065_B,APPROACH,Skibidus and Ohio - Greedy Approach,"This problem can be interpreted through greedy. Evidence: Choose an index $i$ ($1 \leq i \leq |s| - 1$, $|s|$ denotes the current length of $s$) such that $s_i = s_{i+1}$.. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,45,codeforces,800.0,"[""strings"", ""greedy""]","[""strings"", ""greedy""]",https://codeforces.com/problemset/problem/2065/B,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""Choose an index $i$ ($1 \\leq i \\leq |s| - 1$, $|s|$ denotes the current length of $s$) such that $s_i = s_{i+1}$.""}"
pi::pedagogy::approach::codeforces_2065_A::brute_force,pi::problem::codeforces_2065_A,codeforces_2065_A,APPROACH,Skibidus and Amog'u - Brute Force Approach,"This problem can be interpreted through brute force. Evidence: brute force constructive algorithms greedy implementation strings. Prerequisites: constraint_reading, complexity_estimation. Common risks: tle, bad_complexity.",4,46,codeforces,800.0,"[""implementation_constructive"", ""greedy"", ""strings"", ""brute_force""]","[""implementation_constructive"", ""greedy"", ""strings""]",https://codeforces.com/problemset/problem/2065/A,"{""layer"": ""pedagogical_graph"", ""technique"": ""brute_force"", ""prerequisites"": [""constraint_reading"", ""complexity_estimation""], ""risks"": [""tle"", ""bad_complexity""], ""evidence"": ""brute force constructive algorithms greedy implementation strings""}"
pi::pedagogy::approach::codeforces_2065_A::greedy,pi::problem::codeforces_2065_A,codeforces_2065_A,APPROACH,Skibidus and Amog'u - Greedy Approach,"This problem can be interpreted through greedy. Evidence: brute force constructive algorithms greedy implementation strings. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,46,codeforces,800.0,"[""implementation_constructive"", ""greedy"", ""strings""]","[""implementation_constructive"", ""greedy"", ""strings""]",https://codeforces.com/problemset/problem/2065/A,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""brute force constructive algorithms greedy implementation strings""}"
pi::pedagogy::approach::codeforces_2065_A::constructive,pi::problem::codeforces_2065_A,codeforces_2065_A,APPROACH,Skibidus and Amog'u - Constructive Approach,"This problem can be interpreted through constructive. Evidence: Skibidus and Amog'u

A. Skibidus and Amog'u
time limit per test
1 second
memory limit per test
256 megabytes
input
standard input
output
standard output

Skibidus lands on a foreign planet, where the local Amog tribe speaks the Amog'u language. In
Amog'u
, there are two forms of nouns, which are
singular
and
plural
.
Given that the root of the noun is. Prerequisites: pattern_recognition, case_splitting, validity_proof. Common risks: invalid_construction, edge_cases, proof_gap.",4,46,codeforces,800.0,"[""implementation_constructive"", ""greedy"", ""strings"", ""constructive""]","[""implementation_constructive"", ""greedy"", ""strings""]",https://codeforces.com/problemset/problem/2065/A,"{""layer"": ""pedagogical_graph"", ""technique"": ""constructive"", ""prerequisites"": [""pattern_recognition"", ""case_splitting"", ""validity_proof""], ""risks"": [""invalid_construction"", ""edge_cases"", ""proof_gap""], ""evidence"": ""Skibidus and Amog'u\n\nA. Skibidus and Amog'u\ntime limit per test\n1 second\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nSkibidus lands on a foreign planet, where the local Amog tribe speaks the Amog'u language. In\nAmog'u\n, there are two forms of nouns, which are\nsingular\nand\nplural\n.\nGiven that the root of the noun is""}"
pi::pedagogy::approach::codeforces_2044_H::data_structures,pi::problem::codeforces_2044_H,codeforces_2044_H,APPROACH,Hard Demon Problem - Data Structures Approach,"This problem can be interpreted through data structures. Evidence: Hard Demon Problem

H. Hard Demon Problem
time limit per test
3.5 seconds
memory limit per test
512 megabytes
input
standard input
output
standard output

Swing is opening a pancake factory! A good pancake factory must be good at flattening things, so Swing is going to test his new equipment on 2D matrices.
Swing is given an $n \times n$ matrix $M$. Prerequisites: operation_invariants, complexity_tradeoffs. Common risks: stale_update, wrong_query_range, complexity_bug.",4,47,codeforces,2100.0,"[""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""math""]","[""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""math"", ""techniques""]",https://codeforces.com/problemset/problem/2044/H,"{""layer"": ""pedagogical_graph"", ""technique"": ""data_structures"", ""prerequisites"": [""operation_invariants"", ""complexity_tradeoffs""], ""risks"": [""stale_update"", ""wrong_query_range"", ""complexity_bug""], ""evidence"": ""Hard Demon Problem\n\nH. Hard Demon Problem\ntime limit per test\n3.5 seconds\nmemory limit per test\n512 megabytes\ninput\nstandard input\noutput\nstandard output\n\nSwing is opening a pancake factory! A good pancake factory must be good at flattening things, so Swing is going to test his new equipment on 2D matrices.\nSwing is given an $n \\times n$ matrix $M$""}"
pi::pedagogy::approach::codeforces_2044_H::dynamic_programming,pi::problem::codeforces_2044_H,codeforces_2044_H,APPROACH,Hard Demon Problem - Dynamic Programming Approach,"This problem can be interpreted through dynamic programming. Evidence: constructive algorithms data structures dp implementation math. Prerequisites: state_design, transition_reasoning, base_cases. Common risks: wrong_state, missing_base_case, bad_complexity.",4,47,codeforces,2100.0,"[""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""math""]","[""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""math"", ""techniques""]",https://codeforces.com/problemset/problem/2044/H,"{""layer"": ""pedagogical_graph"", ""technique"": ""dynamic_programming"", ""prerequisites"": [""state_design"", ""transition_reasoning"", ""base_cases""], ""risks"": [""wrong_state"", ""missing_base_case"", ""bad_complexity""], ""evidence"": ""constructive algorithms data structures dp implementation math""}"
pi::pedagogy::approach::codeforces_2044_H::constructive,pi::problem::codeforces_2044_H,codeforces_2044_H,APPROACH,Hard Demon Problem - Constructive Approach,"This problem can be interpreted through constructive. Evidence: Hard Demon Problem

H. Hard Demon Problem
time limit per test
3.5 seconds
memory limit per test
512 megabytes
input
standard input
output
standard output

Swing is opening a pancake factory! A good pancake factory must be good at flattening things, so Swing is going to test his new equipment on 2D matrices.
Swing is given an $n \times n$ matrix $M$. Prerequisites: pattern_recognition, case_splitting, validity_proof. Common risks: invalid_construction, edge_cases, proof_gap.",4,47,codeforces,2100.0,"[""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""math"", ""constructive""]","[""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""math"", ""techniques""]",https://codeforces.com/problemset/problem/2044/H,"{""layer"": ""pedagogical_graph"", ""technique"": ""constructive"", ""prerequisites"": [""pattern_recognition"", ""case_splitting"", ""validity_proof""], ""risks"": [""invalid_construction"", ""edge_cases"", ""proof_gap""], ""evidence"": ""Hard Demon Problem\n\nH. Hard Demon Problem\ntime limit per test\n3.5 seconds\nmemory limit per test\n512 megabytes\ninput\nstandard input\noutput\nstandard output\n\nSwing is opening a pancake factory! A good pancake factory must be good at flattening things, so Swing is going to test his new equipment on 2D matrices.\nSwing is given an $n \\times n$ matrix $M$""}"
pi::pedagogy::approach::codeforces_2044_H::prefix_sums,pi::problem::codeforces_2044_H,codeforces_2044_H,APPROACH,Hard Demon Problem - Prefix Sums Approach,"This problem can be interpreted through prefix sums. Evidence: Each of these three sums can be precomputed entry by entry, and a 2D prefix sum can solve the answer for the entire matrix.. Prerequisites: range_aggregation, index_boundaries. Common risks: indexing_bug, off_by_one.",4,47,codeforces,2100.0,"[""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""math"", ""prefix_sums""]","[""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""math"", ""techniques""]",https://codeforces.com/problemset/problem/2044/H,"{""layer"": ""pedagogical_graph"", ""technique"": ""prefix_sums"", ""prerequisites"": [""range_aggregation"", ""index_boundaries""], ""risks"": [""indexing_bug"", ""off_by_one""], ""evidence"": ""Each of these three sums can be precomputed entry by entry, and a 2D prefix sum can solve the answer for the entire matrix.""}"
pi::pedagogy::approach::codeforces_2044_H::sorting,pi::problem::codeforces_2044_H,codeforces_2044_H,APPROACH,Hard Demon Problem - Sorting Approach,"This problem can be interpreted through sorting. Evidence: Remember that we index the entries in increasing order of $y$, and then increasing order of $x$.. Prerequisites: ordering_argument, tie_handling. Common risks: tie_handling, wrong_ordering.",4,47,codeforces,2100.0,"[""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""math"", ""sorting""]","[""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""math"", ""techniques""]",https://codeforces.com/problemset/problem/2044/H,"{""layer"": ""pedagogical_graph"", ""technique"": ""sorting"", ""prerequisites"": [""ordering_argument"", ""tie_handling""], ""risks"": [""tie_handling"", ""wrong_ordering""], ""evidence"": ""Remember that we index the entries in increasing order of $y$, and then increasing order of $x$.""}"
pi::pedagogy::approach::codeforces_2044_G2::dynamic_programming,pi::problem::codeforces_2044_G2,codeforces_2044_G2,APPROACH,Medium Demon Problem (hard version) - Dynamic Programming Approach,"This problem can be interpreted through dynamic programming. Evidence: Let $dp[i]$ be the number of days until spider $i$ runs out of presents.. Prerequisites: state_design, transition_reasoning, base_cases. Common risks: wrong_state, missing_base_case, bad_complexity.",4,48,codeforces,1900.0,"[""graphs"", ""dynamic_programming"", ""data_structures"", ""implementation_constructive""]","[""graphs"", ""dynamic_programming"", ""data_structures"", ""implementation_constructive"", ""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2044/G2,"{""layer"": ""pedagogical_graph"", ""technique"": ""dynamic_programming"", ""prerequisites"": [""state_design"", ""transition_reasoning"", ""base_cases""], ""risks"": [""wrong_state"", ""missing_base_case"", ""bad_complexity""], ""evidence"": ""Let $dp[i]$ be the number of days until spider $i$ runs out of presents.""}"
pi::pedagogy::approach::codeforces_2044_G2::graphs,pi::problem::codeforces_2044_G2,codeforces_2044_G2,APPROACH,Medium Demon Problem (hard version) - Graphs Approach,"This problem can be interpreted through graphs. Evidence: For each spider $i$, if $i$ is part of a loop, then let's compress the loop into a single node and use that as the root of a tree.. Prerequisites: graph_modeling, dfs_bfs, tree_invariants. Common risks: visited_state_bug, recursion_depth, wrong_tree_root.",4,48,codeforces,1900.0,"[""graphs"", ""dynamic_programming"", ""data_structures"", ""implementation_constructive""]","[""graphs"", ""dynamic_programming"", ""data_structures"", ""implementation_constructive"", ""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2044/G2,"{""layer"": ""pedagogical_graph"", ""technique"": ""graphs"", ""prerequisites"": [""graph_modeling"", ""dfs_bfs"", ""tree_invariants""], ""risks"": [""visited_state_bug"", ""recursion_depth"", ""wrong_tree_root""], ""evidence"": ""For each spider $i$, if $i$ is part of a loop, then let's compress the loop into a single node and use that as the root of a tree.""}"
pi::pedagogy::approach::codeforces_2044_G2::constructive,pi::problem::codeforces_2044_G2,codeforces_2044_G2,APPROACH,Medium Demon Problem (hard version) - Constructive Approach,"This problem can be interpreted through constructive. Evidence: Medium Demon Problem (hard version)

G2. Medium Demon Problem (hard version)
time limit per test
2 seconds
memory limit per test
256 megabytes
input
standard input
output
standard output

This is the hard version of the problem. The key difference between the two versions is highlighted in bold.
A group of $n$ spiders has come together to exchange plushies.. Prerequisites: pattern_recognition, case_splitting, validity_proof. Common risks: invalid_construction, edge_cases, proof_gap.",4,48,codeforces,1900.0,"[""graphs"", ""dynamic_programming"", ""data_structures"", ""implementation_constructive"", ""constructive""]","[""graphs"", ""dynamic_programming"", ""data_structures"", ""implementation_constructive"", ""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2044/G2,"{""layer"": ""pedagogical_graph"", ""technique"": ""constructive"", ""prerequisites"": [""pattern_recognition"", ""case_splitting"", ""validity_proof""], ""risks"": [""invalid_construction"", ""edge_cases"", ""proof_gap""], ""evidence"": ""Medium Demon Problem (hard version)\n\nG2. Medium Demon Problem (hard version)\ntime limit per test\n2 seconds\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nThis is the hard version of the problem. The key difference between the two versions is highlighted in bold.\nA group of $n$ spiders has come together to exchange plushies.""}"
pi::pedagogy::approach::codeforces_2044_G2::data_structures,pi::problem::codeforces_2044_G2,codeforces_2044_G2,APPROACH,Medium Demon Problem (hard version) - Data Structures Approach,"This problem can be interpreted through data structures. Evidence: dfs and similar dp dsu graphs implementation trees. Prerequisites: operation_invariants, complexity_tradeoffs. Common risks: stale_update, wrong_query_range, complexity_bug.",4,48,codeforces,1900.0,"[""graphs"", ""dynamic_programming"", ""data_structures"", ""implementation_constructive""]","[""graphs"", ""dynamic_programming"", ""data_structures"", ""implementation_constructive"", ""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2044/G2,"{""layer"": ""pedagogical_graph"", ""technique"": ""data_structures"", ""prerequisites"": [""operation_invariants"", ""complexity_tradeoffs""], ""risks"": [""stale_update"", ""wrong_query_range"", ""complexity_bug""], ""evidence"": ""dfs and similar dp dsu graphs implementation trees""}"
pi::pedagogy::approach::codeforces_2044_G2::greedy,pi::problem::codeforces_2044_G2,codeforces_2044_G2,APPROACH,Medium Demon Problem (hard version) - Greedy Approach,"This problem can be interpreted through greedy. Evidence: A group of $n$ spiders has come together to exchange plushies.. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,48,codeforces,1900.0,"[""graphs"", ""dynamic_programming"", ""data_structures"", ""implementation_constructive"", ""greedy""]","[""graphs"", ""dynamic_programming"", ""data_structures"", ""implementation_constructive"", ""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2044/G2,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""A group of $n$ spiders has come together to exchange plushies.""}"
pi::pedagogy::approach::codeforces_2044_G2::sorting,pi::problem::codeforces_2044_G2,codeforces_2044_G2,APPROACH,Medium Demon Problem (hard version) - Sorting Approach,"This problem can be interpreted through sorting. Evidence: After the topological sort, we may do dynamic programming to find subtree sizes of all nodes.. Prerequisites: ordering_argument, tie_handling. Common risks: tie_handling, wrong_ordering.",4,48,codeforces,1900.0,"[""graphs"", ""dynamic_programming"", ""data_structures"", ""implementation_constructive"", ""sorting""]","[""graphs"", ""dynamic_programming"", ""data_structures"", ""implementation_constructive"", ""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2044/G2,"{""layer"": ""pedagogical_graph"", ""technique"": ""sorting"", ""prerequisites"": [""ordering_argument"", ""tie_handling""], ""risks"": [""tie_handling"", ""wrong_ordering""], ""evidence"": ""After the topological sort, we may do dynamic programming to find subtree sizes of all nodes.""}"
pi::pedagogy::topic::graph_matchings,pi::pedagogy::root,,TOPIC,Graph Matchings,Competitive programming topic: graph_matchings.,2,49,,,"[""graph_matchings""]","[""graph_matchings""]",,"{""layer"": ""pedagogical_graph"", ""topic"": ""graph_matchings""}"
pi::pedagogy::approach::codeforces_2044_G1::graphs,pi::problem::codeforces_2044_G1,codeforces_2044_G1,APPROACH,Medium Demon Problem (easy version) - Graphs Approach,"This problem can be interpreted through graphs. Evidence: Therefore, the graph in the problem will necessarily be split into $k \geq 1$ components, where each component necessarily contains one cycle, and each node will either be in the cycle, or it will be on a path leading towards the cycle.. Prerequisites: graph_modeling, dfs_bfs, tree_invariants. Common risks: visited_state_bug, recursion_depth, wrong_tree_root.",4,49,codeforces,1700.0,"[""graphs"", ""graph_matchings"", ""implementation_constructive""]","[""graphs"", ""graph_matchings"", ""implementation_constructive"", ""greedy""]",https://codeforces.com/problemset/problem/2044/G1,"{""layer"": ""pedagogical_graph"", ""technique"": ""graphs"", ""prerequisites"": [""graph_modeling"", ""dfs_bfs"", ""tree_invariants""], ""risks"": [""visited_state_bug"", ""recursion_depth"", ""wrong_tree_root""], ""evidence"": ""Therefore, the graph in the problem will necessarily be split into $k \\geq 1$ components, where each component necessarily contains one cycle, and each node will either be in the cycle, or it will be on a path leading towards the cycle.""}"
pi::pedagogy::approach::codeforces_2044_G1::constructive,pi::problem::codeforces_2044_G1,codeforces_2044_G1,APPROACH,Medium Demon Problem (easy version) - Constructive Approach,"This problem can be interpreted through constructive. Evidence: Medium Demon Problem (easy version)

G1. Medium Demon Problem (easy version)
time limit per test
2 seconds
memory limit per test
256 megabytes
input
standard input
output
standard output

This is the easy version of the problem. The key difference between the two versions is highlighted in bold.
A group of $n$ spiders has come together to exchange plushies.. Prerequisites: pattern_recognition, case_splitting, validity_proof. Common risks: invalid_construction, edge_cases, proof_gap.",4,49,codeforces,1700.0,"[""graphs"", ""graph_matchings"", ""implementation_constructive"", ""constructive""]","[""graphs"", ""graph_matchings"", ""implementation_constructive"", ""greedy""]",https://codeforces.com/problemset/problem/2044/G1,"{""layer"": ""pedagogical_graph"", ""technique"": ""constructive"", ""prerequisites"": [""pattern_recognition"", ""case_splitting"", ""validity_proof""], ""risks"": [""invalid_construction"", ""edge_cases"", ""proof_gap""], ""evidence"": ""Medium Demon Problem (easy version)\n\nG1. Medium Demon Problem (easy version)\ntime limit per test\n2 seconds\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nThis is the easy version of the problem. The key difference between the two versions is highlighted in bold.\nA group of $n$ spiders has come together to exchange plushies.""}"
pi::pedagogy::approach::codeforces_2044_G1::greedy,pi::problem::codeforces_2044_G1,codeforces_2044_G1,APPROACH,Medium Demon Problem (easy version) - Greedy Approach,"This problem can be interpreted through greedy. Evidence: A group of $n$ spiders has come together to exchange plushies.. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,49,codeforces,1700.0,"[""graphs"", ""graph_matchings"", ""implementation_constructive"", ""greedy""]","[""graphs"", ""graph_matchings"", ""implementation_constructive"", ""greedy""]",https://codeforces.com/problemset/problem/2044/G1,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""A group of $n$ spiders has come together to exchange plushies.""}"
