chunk_id,tree_node_id,global_problem_id,node_role,node_type,chunk_text,chunk_word_count
chunk::content_codeforces_2219_D_06_NOTES::0,content::codeforces_2219_D_06_NOTES,codeforces_2219_D,CONTENT,NOTES,"Note In the first example, not doing any operation is optimal, so the answer is $$$1$$$. In the second example, we have $$$f(1) = \mathrm{MEX}(\{p_1\}) = \mathrm{MEX}(\{1\}) = 0$$$ $$$f(2) = \mathrm{MEX}(\{p_1, p_2\}) = \mathrm{MEX}(\{1, 0\}) = 2$$$ $$$f(3) = \mathrm{MEX}(\{p_1, p_3\}) = \mathrm{MEX}(\{1, 2\}) = 0$$$ And we have the following options: Doing nothing would lead to $$$\sum\limits_{v = 1}^n f(v) = 2$$$ Doing operation on vertex $$$1$$$ would assign $$$f(1) = 0$$$ to $$$p_1$$$, change $$$f(1), f(2), f(3)$$$ to $$$1$$$, which leads to $$$\sum\limits_{v = 1}^n f(v) =",90
chunk::content_codeforces_2219_D_06_NOTES::72,content::codeforces_2219_D_06_NOTES,codeforces_2219_D,CONTENT,NOTES,"= 0$$$ to $$$p_1$$$, change $$$f(1), f(2), f(3)$$$ to $$$1$$$, which leads to $$$\sum\limits_{v = 1}^n f(v) = 3$$$ Doing operation on vertex $$$2$$$ would assign $$$f(2) = 2$$$ to $$$p_2$$$, change $$$f(2)$$$ to $$$0$$$, which leads to $$$\sum\limits_{v = 1}^n f(v) = 0$$$ Doing operation on vertex $$$3$$$ would assign $$$f(3) = 0$$$ to $$$p_3$$$, change $$$f(3)$$$ to $$$2$$$, which leads to $$$\sum\limits_{v = 1}^n f(v) = 4$$$ So the answer is $$$4$$$, by doing operation on vertex $$$3$$$.",80
chunk::content_codeforces_2219_E_06_NOTES::0,content::codeforces_2219_E_06_NOTES,codeforces_2219_E,CONTENT,NOTES,"Note This example is a chessboard of dimensions $$$3 \times 3$$$ where every cell is good . Cell $$$(3, 3)$$$ is good because the cells with pieces $$$(1, 3), (2, 3), (2, 2), (3, 1)$$$ attack it, and this count is 4, which is even. Cell $$$(1, 3)$$$ is good because no piece attacks it, so the count of pieces that attack this cell is 0. Cell $$$(3, 2)$$$ is good , and notice that it is required for that cell to be good even though it does not have",90
chunk::content_codeforces_2219_E_06_NOTES::72,content::codeforces_2219_E_06_NOTES,codeforces_2219_E,CONTENT,NOTES,and notice that it is required for that cell to be good even though it does not have a piece.,20
chunk::content_codeforces_2220_A_06_NOTES::0,content::codeforces_2220_A_06_NOTES,codeforces_2220_A,CONTENT,NOTES,"Note In the third test case, the array [$$$3, 1, 2$$$] has no position blocked: Position $$$1$$$ is not blocked since $$$3$$$ can't be expressed as the sum of a subset of []. Position $$$2$$$ is not blocked since $$$1$$$ can't be expressed as the sum of a subset of [$$$3$$$]. Position $$$3$$$ is not blocked since $$$2$$$ can't be expressed as the sum of a subset of [$$$3, 1$$$].",70
chunk::content_codeforces_2220_B_06_NOTES::0,content::codeforces_2220_B_06_NOTES,codeforces_2220_B,CONTENT,NOTES,"Note Case 1: Hector can move right every second without waiting or moving left and escape, because there is no $$$i$$$ such that $$$(a_i + i) \pmod m = 0$$$. Case 2: One possible strategy is to wait for one second at the starting position and then move right every second without further waiting or moving left.",57
chunk::content_codeforces_2219_A_07_EDITORIAL_FULL::0,content::codeforces_2219_A_07_EDITORIAL_FULL,codeforces_2219_A,CONTENT,EDITORIAL_FULL,"Hint1: We want an easy to check condition on $$$m$$$, $$$n$$$, $$$p$$$, $$$q$$$ that is equivalent to being able to fill the grid. Hint2 (strong spoiler): You can fill the $$$m\times n$$$ grid if and only if $$$p+2q = m(n+1)+n(m+1)$$$ and $$$p\ge \vert m-n\vert$$$. (See tutorial for proof) Hint3: $$$p+2q = m(n+1) + n(m+1)$$$ is quadratic on $$$m$$$ and $$$n$$$. If you assume $$$m\ge n$$$, can you say anything on the size of $$$n$$$? Solution: The following is the key observation of the problem. Claim. We can fill an $$$m\times",90
chunk::content_codeforces_2219_A_07_EDITORIAL_FULL::72,content::codeforces_2219_A_07_EDITORIAL_FULL,codeforces_2219_A,CONTENT,EDITORIAL_FULL,"of $$$n$$$? Solution: The following is the key observation of the problem. Claim. We can fill an $$$m\times n$$$ grid using $$$p$$$ segments and $$$q$$$ L's if and only if $$$p+2q = m(n+1)+n(m+1)$$$ and $$$p \ge \vert m-n\vert$$$. Proof. Necessity is clear: $$$p+2q = m(n+1)+n(m+1)$$$ follows from looking at the total number of edges, and $$$p\ge \vert m-n\vert$$$ follows from comparing the number of horizontal edges and vertical edges. Let us prove sufficiency. Note that two segments can form an L, so since $$$$$$m-n\equiv m+n\equiv 2mn+m+n\equiv 2q+p\equiv p\pmod 2,$$$$$$ we",90
chunk::content_codeforces_2219_A_07_EDITORIAL_FULL::144,content::codeforces_2219_A_07_EDITORIAL_FULL,codeforces_2219_A,CONTENT,EDITORIAL_FULL,"sufficiency. Note that two segments can form an L, so since $$$$$$m-n\equiv m+n\equiv 2mn+m+n\equiv 2q+p\equiv p\pmod 2,$$$$$$ we may assume WLOG that $$$p=m-n$$$. Now we can just use the following explicit construction. To not bore you all with a written description, we show the construction for $$$m=4$$$, $$$n=6$$$, which clearly generalizes. So we just need to find a pair $$$(m,n)$$$ satisfying the above conditions. We do so in $$$O(\sqrt{p+2q})$$$. Assume that $$$m\ge n$$$. Then we have that $$$ p+2q = m(n+1)+n(m+1) \ge 2n(n+1) \implies n \le \sqrt{p/2+q}. $$$ So we",90
chunk::content_codeforces_2219_A_07_EDITORIAL_FULL::216,content::codeforces_2219_A_07_EDITORIAL_FULL,codeforces_2219_A,CONTENT,EDITORIAL_FULL,"n$$$. Then we have that $$$ p+2q = m(n+1)+n(m+1) \ge 2n(n+1) \implies n \le \sqrt{p/2+q}. $$$ So we can iterate $$$n$$$ from $$$1$$$ to $$$\left\lfloor\sqrt{p/2+q}\right\rfloor$$$ and, for each $$$n$$$, check if $$$ m = \frac{p+2q-n}{2n+1} $$$ is a positive integer such that $$$\vert m-n\vert \le p$$$. If it is, we print $$$m$$$ and $$$n$$$. If no $$$n$$$ works, then we print $$$-1$$$. Extra. Can you solve the problem faster?",69
chunk::content_codeforces_2219_B1_07_EDITORIAL_FULL::0,content::codeforces_2219_B1_07_EDITORIAL_FULL,codeforces_2219_B1,CONTENT,EDITORIAL_FULL,"Solution: There are many solutions that use $$$6 \cdot \log_2(2 \cdot n + 1)$$$ queries. Here is one: Notice that if we query for the set $$$S$$$ and its complement $$$T$$$ (i.e. $$$T = \{1, 2, \ldots, 2 \cdot n + 1\} \setminus S$$$) we can know how many of the three special indices are in $$$S$$$ and how many in $$$T$$$. If the answer for both queries is the same, we know that $$$S$$$ has either 0 or 3 of the special indices, and looking at the parity of",90
chunk::content_codeforces_2219_B1_07_EDITORIAL_FULL::72,content::codeforces_2219_B1_07_EDITORIAL_FULL,codeforces_2219_B1,CONTENT,EDITORIAL_FULL,"know that $$$S$$$ has either 0 or 3 of the special indices, and looking at the parity of $$$|S| - query(S)$$$ (This is the number of repeated elements), $$$S$$$ will have 3 of the special indices if this count is odd. If the answer for the two queries is different, we know that $$$S$$$ will have exactly one of the special indices iff $$$query(S) \gt query(T)$$$ since it has one more unique value. With this in mind, we can run 3 binary searches. The first one looks for any index",90
chunk::content_codeforces_2219_B1_07_EDITORIAL_FULL::144,content::codeforces_2219_B1_07_EDITORIAL_FULL,codeforces_2219_B1,CONTENT,EDITORIAL_FULL,"value. With this in mind, we can run 3 binary searches. The first one looks for any index that is special, the following ones do the same but ignore indices that were found previously.",34
chunk::content_codeforces_2219_C_07_EDITORIAL_FULL::0,content::codeforces_2219_C_07_EDITORIAL_FULL,codeforces_2219_C,CONTENT,EDITORIAL_FULL,"Hint1: Think of some kind of subtree DP. Solution: In this solution, I will use without mentioning the fact that the expected value of a geometric distribution is $$$\frac{1}{p}$$$ and linearity of expectation. Firstly, let's split the tree using the red nodes as breakpoints. We will consider all black only connected components and the adjacent nodes of these components. We now have independent trees where the red nodes are always leaves. Consider the following subtree $$$dp$$$ (rooting the trees in black nodes): $$$dp_{i, 0}$$$ = minimum expected number of operations",90
chunk::content_codeforces_2219_C_07_EDITORIAL_FULL::72,content::codeforces_2219_C_07_EDITORIAL_FULL,codeforces_2219_C,CONTENT,EDITORIAL_FULL,"the following subtree $$$dp$$$ (rooting the trees in black nodes): $$$dp_{i, 0}$$$ = minimum expected number of operations to color the subtree of node $$$i$$$ if node $$$i$$$ is colored before its parent. $$$dp_{i, 1}$$$ = minimum expected number of operations to color the subtree of node $$$i$$$ if node $$$i$$$ is colored after its parent. $$$dp_{i, 0} = 0$$$ if $$$i$$$ is a red leaf. $$$dp_{i, 1} = \inf$$$ if $$$i$$$ is a red leaf. $$$dp_{i, 0} = \inf$$$ if $$$i$$$ is a black leaf. $$$dp_{i, 1} = 1$$$",90
chunk::content_codeforces_2219_C_07_EDITORIAL_FULL::144,content::codeforces_2219_C_07_EDITORIAL_FULL,codeforces_2219_C,CONTENT,EDITORIAL_FULL,"is a red leaf. $$$dp_{i, 0} = \inf$$$ if $$$i$$$ is a black leaf. $$$dp_{i, 1} = 1$$$ if $$$i$$$ is a black leaf (it only has one neighbor, its parent, and thus only needs one operation). the answer is $$$dp_{root, 0}$$$. The transitions are: sort all children of $$$i$$$ by $$$dp_{child_{j}, 1} - dp_{child_{j}, 0}$$$ (notice that we need doubles!). for $$$dp_{i, 0}$$$, consider all no empty prefixes of the sorted childs, consider $$$dp_{child_{j}, 0}$$$ as the cost of coloring the subtree of $$$child_j$$$ if it is in the",90
chunk::content_codeforces_2219_C_07_EDITORIAL_FULL::216,content::codeforces_2219_C_07_EDITORIAL_FULL,codeforces_2219_C,CONTENT,EDITORIAL_FULL,"childs, consider $$$dp_{child_{j}, 0}$$$ as the cost of coloring the subtree of $$$child_j$$$ if it is in the prefix and $$$dp_{child_{j}, 1}$$$ if it is not, coloring the node $$$i$$$ costs $$$\frac{\#children + 1}{size Of Prefix}$$$ + cost of coloring the subtrees of the children nodes. For $$$dp_{i, 1}$$$ is similar, but you can now consider the empty prefix and the cost of coloring the node $$$i$$$ is $$$\frac{\#children + 1}{size Of Prefix + 1}$$$ + cost of coloring the subtrees of the children nodes.",85
chunk::content_codeforces_2219_D_07_EDITORIAL_FULL::0,content::codeforces_2219_D_07_EDITORIAL_FULL,codeforces_2219_D,CONTENT,EDITORIAL_FULL,"Hint1: Having a good visual image of the problem in mind may help. That is, for each vertex, thinking there is an array of infinite slot, and some of them are occupied by token, and the operation correspond to moving certain token to the first hole. Hint2: Draw some small cases! What would these infinite arrays change when doing operation on root? Hint3: Doing operation on vertex with $$$p_v \lt f(v)$$$ is useless. Consider the rest situations. Hint4: when doing operation on $$$v$$$, how would $$$f(x)$$$ change if $$$x$$$ is",90
chunk::content_codeforces_2219_D_07_EDITORIAL_FULL::72,content::codeforces_2219_D_07_EDITORIAL_FULL,codeforces_2219_D,CONTENT,EDITORIAL_FULL,"useless. Consider the rest situations. Hint4: when doing operation on $$$v$$$, how would $$$f(x)$$$ change if $$$x$$$ is in subtree of $$$v$$$? Hint5: There are two cases, $$$f(x) = f(v)$$$ and $$$f(x) \gt f(v)$$$. Hint6: Solve https://judge.yosupo.jp/problem/vertex_add_subtree_sum Solution: Root out the simple case: It's obvious that applying the operation on $$$v$$$ where $$$p_v \lt f(v)$$$ is useless, since it would decrease $$$f(x)$$$ for every $$$x$$$ in $$$v$$$'s subtree. So from now on, we assume $$$p_v \gt f(v)$$$. Rephrase of operation (kind of) : To understand how the $$$f(x)$$$ would change,",90
chunk::content_codeforces_2219_D_07_EDITORIAL_FULL::144,content::codeforces_2219_D_07_EDITORIAL_FULL,codeforces_2219_D,CONTENT,EDITORIAL_FULL,"we assume $$$p_v \gt f(v)$$$. Rephrase of operation (kind of) : To understand how the $$$f(x)$$$ would change, I would like to introduce an intuitive way to think about the $$$\mathrm{MEX}$$$ function first. Given a set of integers, imagine there is an array with infinite empty slots, indexed from $$$0$$$. Then for each element $$$\mathrm{val}$$$ in the set, we fill the $$$\mathrm{val}$$$-th slot with a token, and then we can think of the $$$\mathrm{MEX}$$$ function as finding the first hole starting from the $$$0$$$-th slot. Then you can imagine there",90
chunk::content_codeforces_2219_D_07_EDITORIAL_FULL::216,content::codeforces_2219_D_07_EDITORIAL_FULL,codeforces_2219_D,CONTENT,EDITORIAL_FULL,"the $$$\mathrm{MEX}$$$ function as finding the first hole starting from the $$$0$$$-th slot. Then you can imagine there is an array $$$a_x$$$ with infinite slots for each vertex $$$x$$$ containing all elements on the path from $$$1$$$ to $$$x$$$, and think of the operation as picking up the token at the $$$p_v$$$-th slot and moving it to the first hole of $$$a_v$$$(that is, $$$f(v)$$$) for each array $$$a_x$$$ where $$$x$$$ is in $$$v$$$'s subtree. Further analysis: After doing such a rephrase and playing with it a bit on paper, you",90
chunk::content_codeforces_2219_D_07_EDITORIAL_FULL::288,content::codeforces_2219_D_07_EDITORIAL_FULL,codeforces_2219_D,CONTENT,EDITORIAL_FULL,"$$$v$$$'s subtree. Further analysis: After doing such a rephrase and playing with it a bit on paper, you would probably notice there are a few cases: for $$$a_x$$$ with its $$$f(v)$$$-th slot being empty, moving a token from $$$p_v$$$ to $$$f(v)$$$ would fill the first hole and create a hole at $$$f(v)$$$, so the new first hole would be the second hole of the original $$$a_x$$$ if it is less than $$$p_v$$$ or $$$p_v$$$ otherwise. for $$$a_x$$$ with its $$$f(v)$$$-th slot having a token in it, moving a token from",90
chunk::content_codeforces_2219_D_07_EDITORIAL_FULL::360,content::codeforces_2219_D_07_EDITORIAL_FULL,codeforces_2219_D,CONTENT,EDITORIAL_FULL,"or $$$p_v$$$ otherwise. for $$$a_x$$$ with its $$$f(v)$$$-th slot having a token in it, moving a token from $$$p_v$$$ to $$$f(v)$$$ would make the $$$f(v)$$$-th slot have $$$2$$$ tokens and create a hole at $$$f(v)$$$, so the new first hole would remain unchanged if $$$f(x) \lt p_v$$$ or $$$p_v$$$ otherwise. So in conclusion, for the first case $$$f(x)$$$ would become $$$\mathrm{min}(g(x), p_v)$$$ after doing operation on $$$v$$$, where $$$g(x)$$$ is almost the same as $$$f(x)$$$ but it finds second $$$\mathrm{MEX}$$$. And for the second case $$$f(x)$$$ would become $$$\mathrm{min}(f(x), p_v)$$$",90
chunk::content_codeforces_2219_D_07_EDITORIAL_FULL::432,content::codeforces_2219_D_07_EDITORIAL_FULL,codeforces_2219_D,CONTENT,EDITORIAL_FULL,"same as $$$f(x)$$$ but it finds second $$$\mathrm{MEX}$$$. And for the second case $$$f(x)$$$ would become $$$\mathrm{min}(f(x), p_v)$$$ after doing operation on $$$v$$$. Then we can consider processing $$$v$$$ in decreasing order of $$$p_v$$$, and maintain the sum of $$$g(x)$$$ for $$$g(x) \lt p_v$$$ the number of vertices with $$$g(x) \ge p_v$$$ the sum of $$$f(x)$$$ for $$$f(x) \lt p_v$$$ the number of vertices with $$$f(x) \ge p_v$$$ under every subtree in $$$O(n\lg n)$$$. Which is a standard [Vertex Add Subtree Sum Problem](https://judge.yosupo.jp/problem/vertex_add_subtree_sum) and can be solved by fenwick tree",90
chunk::content_codeforces_2219_D_07_EDITORIAL_FULL::504,content::codeforces_2219_D_07_EDITORIAL_FULL,codeforces_2219_D,CONTENT,EDITORIAL_FULL,"$$$O(n\lg n)$$$. Which is a standard [Vertex Add Subtree Sum Problem](https://judge.yosupo.jp/problem/vertex_add_subtree_sum) and can be solved by fenwick tree + euler tour trick. For the query part, case $$$1$$$ is just querying for data $$$1, 2$$$ for $$$v$$$'s subtree; case $$$2$$$ would happen if and only if there exists some vertex $$$x$$$ with $$$p_x = f(v)$$$ under $$$v$$$'s subtree, then we just change the contribution of $$$x$$$'s subtree from data $$$1, 2$$$ to data $$$3, 4$$$. And we can check whether $$$v$$$ is $$$x$$$'s ancestor using the time stamp of two",90
chunk::content_codeforces_2219_D_07_EDITORIAL_FULL::576,content::codeforces_2219_D_07_EDITORIAL_FULL,codeforces_2219_D,CONTENT,EDITORIAL_FULL,"data $$$3, 4$$$. And we can check whether $$$v$$$ is $$$x$$$'s ancestor using the time stamp of two vertices.",19
chunk::content_codeforces_2219_E_07_EDITORIAL_FULL::0,content::codeforces_2219_E_07_EDITORIAL_FULL,codeforces_2219_E,CONTENT,EDITORIAL_FULL,"Hint1: Can you rewrite the condition on the board to something simpler? Hint2: Label the board $$$v_{i,j}$$$ where $$$v_{0,0}$$$ is the top left cell. We work mod $$$2$$$. A board $$$v_{i,j}$$$ is valid if and only if $$$v_{i,j}+v_{i+1,j}+v_{i,j+1}=0$$$ and all entries above the secondary diagonal are zero. Hint3: Warm up: try to get a construction of density $$$1/4$$$. Hint4: The next few hints get quite spoilery. If you don't want to see them yet but are stuck, consider coding some kind of heuristic (say, simulated annealing or A*) and running",90
chunk::content_codeforces_2219_E_07_EDITORIAL_FULL::72,content::codeforces_2219_E_07_EDITORIAL_FULL,codeforces_2219_E,CONTENT,EDITORIAL_FULL,"them yet but are stuck, consider coding some kind of heuristic (say, simulated annealing or A*) and running it on small values of $$$n$$$ to see what the result looks like. Hint5: Prove that the density is at most $$$1/3$$$. Hint6: Consider the grid $$$w_{i,j}$$$ with $$$w_{i,j}=1$$$ when $$$i+j\ge n-1$$$ and $$$i\not\equiv j\pmod 3$$$, and $$$w_{i,j}=0$$$ otherwise. Hint7: This grid is almost valid: $$$v_{i,j}+v_{i+1,j}+v_{i,j+1}=1$$$ only for very few concrete positions $$$(i,j)$$$. Try to fix the issues at those positions in a way that does not disturb much of the grid.",90
chunk::content_codeforces_2219_E_07_EDITORIAL_FULL::144,content::codeforces_2219_E_07_EDITORIAL_FULL,codeforces_2219_E,CONTENT,EDITORIAL_FULL,"to fix the issues at those positions in a way that does not disturb much of the grid. Hint8: For each position $$$(i_0, j_0)$$$ on the diagonal where $$$w_{i_0,j_0} = 0$$$, we want to add a pattern to the grid that fixes the issues there. Hint9: For each such $$$(i_0,j_0)$$$, flip $$$w_{i_0,j_0}$$$ and add a Pascal triangle mod $$$2$$$ to the grid. Hint10: To implement this in $$$O(n^2)$$$, instead of adding each pascal independently, try to compute the sum of all of the pascals directly. Solution: We label the grid",90
chunk::content_codeforces_2219_E_07_EDITORIAL_FULL::216,content::codeforces_2219_E_07_EDITORIAL_FULL,codeforces_2219_E,CONTENT,EDITORIAL_FULL,"pascal independently, try to compute the sum of all of the pascals directly. Solution: We label the grid $$$v_{i, j}$$$ with $$$v_{0, 0}$$$ being the top left corner. From now on, we work modulo $$$2$$$ when operating with $$$v$$$. Claim. A filling of the grid is valid if and only if $$$v_{i, j}=0$$$ whenever $$$i+j \lt n-1$$$, and $$$v_{i, j}+v_{i+1, j}+v_{i, j+1}=0$$$ for all $$$0\le i,j \lt n-1$$$. We are going to restrict ourselves to fillings where $$$v_{i, n-i-1} = 1$$$ for all $$$i$$$. It is easy to see that",90
chunk::content_codeforces_2219_E_07_EDITORIAL_FULL::288,content::codeforces_2219_E_07_EDITORIAL_FULL,codeforces_2219_E,CONTENT,EDITORIAL_FULL,"restrict ourselves to fillings where $$$v_{i, n-i-1} = 1$$$ for all $$$i$$$. It is easy to see that any optimal filling must be of this kind. We will define a preliminary filling $$$w_{i,j}$$$ as 1 if $$$i+j\ge n-1$$$ and $$$i\not\equiv j \pmod 3$$$, 0 otherwise. The idea is that $$$w$$$ has density $$$1/3$$$, and only fails to be valid at a few points, namely near the diagonal. We will fix $$$w$$$ in a way that leaves a chunk of the grid unchanged. We introduce what we do with a motivating",90
chunk::content_codeforces_2219_E_07_EDITORIAL_FULL::360,content::codeforces_2219_E_07_EDITORIAL_FULL,codeforces_2219_E,CONTENT,EDITORIAL_FULL,"a way that leaves a chunk of the grid unchanged. We introduce what we do with a motivating example in the $$$n=16$$$ case. The first figure is the original $$$w$$$. We look at position $$$(9,6)$$$. There are three issues around this position: $$$$$$ w_{9, 6} = 0, $$$$$$ $$$$$$ w_{9, 6} + w_{9, 5} + w_{10, 5} = 1, $$$$$$ $$$$$$ w_{9, 6} + w_{8, 6} + w_{8, 7} = 1. $$$$$$ To fix these issues, we add the pattern in the second figure to $$$w$$$. This pattern comes from",90
chunk::content_codeforces_2219_E_07_EDITORIAL_FULL::432,content::codeforces_2219_E_07_EDITORIAL_FULL,codeforces_2219_E,CONTENT,EDITORIAL_FULL,"To fix these issues, we add the pattern in the second figure to $$$w$$$. This pattern comes from the well-known Pascal triangle, considered mod $$$2$$$, plus flipping position $$$w_{9, 6}$$$. Formally, the pattern in the second figure is given by $$$u_{9,6} = 1$$$ and $$$$$$ u_{9+i+1, 6+j} \equiv \binom{i}{j} \pmod{2}\ \forall i,j\ge 0. $$$$$$ The rightmost figure is $$$u+w$$$, where the three issues around $$$w_{9, 6}$$$ are now fixed. The key observation is that our transformation only affects the region of the board below the diagonal, and below and to",90
chunk::content_codeforces_2219_E_07_EDITORIAL_FULL::504,content::codeforces_2219_E_07_EDITORIAL_FULL,codeforces_2219_E,CONTENT,EDITORIAL_FULL,"is that our transformation only affects the region of the board below the diagonal, and below and to the left of $$$(9,6)$$$. In general, we will do as follows: iterate over the points $$$(i_0, j_0)$$$ of the diagonal with $$$w_{i_0, j_0} = 0$$$. For each we do as follows. If $$$i_0 \ge j_0$$$, as in the example, we flip $$$w_{i_0, j_0}$$$ and add to $$$w$$$ the pattern $$$$$$ u_{i_0+1+a, j_0+b} = \binom{a}{b}\pmod 2 $$$$$$ for each $$$a,b$$$ with $$$0\le b\le a$$$ for which $$$(i_0+1+a, j_0+b)$$$ lies in the grid. If",90
chunk::content_codeforces_2219_E_07_EDITORIAL_FULL::576,content::codeforces_2219_E_07_EDITORIAL_FULL,codeforces_2219_E,CONTENT,EDITORIAL_FULL,"2 $$$$$$ for each $$$a,b$$$ with $$$0\le b\le a$$$ for which $$$(i_0+1+a, j_0+b)$$$ lies in the grid. If $$$i_0 \lt j_0$$$, we add a similar pattern above and to the right of $$$(i_0, j_0)$$$. Formally, if $$$i_0 \lt j_0$$$, we flip $$$w_{i_0, j_0}$$$ and add to $$$w$$$ the pattern $$$$$$ u_{i_0+a, j_0+1+b} = \binom{b}{a}\pmod 2 $$$$$$ for each $$$0\le a\le b$$$ for which $$$(i_0+a, j_0+1+b)$$$ lies in the grid. After the procedure is over, $$$w$$$ is a valid grid. Note that naively implementing the above is $$$O(n^3)$$$, which won't pass.",90
chunk::content_codeforces_2219_E_07_EDITORIAL_FULL::648,content::codeforces_2219_E_07_EDITORIAL_FULL,codeforces_2219_E,CONTENT,EDITORIAL_FULL,"is over, $$$w$$$ is a valid grid. Note that naively implementing the above is $$$O(n^3)$$$, which won't pass. We take care of implementation at the end of the solution. Claim. After the process, $$$w$$$ has density at least $$$0.3$$$. Proof. We actually do not have a formal proof of this fact. We instead give the intuition behind the claim and an heuristic ""proof"". By our construction, the cells $$$(i,j)$$$ with $$$i,j\ge n/2$$$ have been left unchanged, so the density is still $$$2/3$$$ among those cells. For the rest of cells",90
chunk::content_codeforces_2219_E_07_EDITORIAL_FULL::720,content::codeforces_2219_E_07_EDITORIAL_FULL,codeforces_2219_E,CONTENT,EDITORIAL_FULL,"have been left unchanged, so the density is still $$$2/3$$$ among those cells. For the rest of cells with $$$i+j\ge n-1$$$, one can a priori guess the density will be at least around $$$1/2$$$. Hence, the final density should be around $$$$$$ \frac{1}{2}\cdot \frac{\frac{1}{2} + \frac{2}{3}}{2} = \frac{7}{24} \approx 0.292. $$$$$$ In practise, the final density happens to be slightly larger than $$$7/24$$$, of about $$$3/10$$$. The following figures showcase our construction for $$$N = 512$$$ and $$$N = 700$$$. In the middle square, as said, we get $$$2/3$$$ density.",90
chunk::content_codeforces_2219_E_07_EDITORIAL_FULL::792,content::codeforces_2219_E_07_EDITORIAL_FULL,codeforces_2219_E,CONTENT,EDITORIAL_FULL,"for $$$N = 512$$$ and $$$N = 700$$$. In the middle square, as said, we get $$$2/3$$$ density. The bottom left and top right triangles expand following a fractal. First, let us look at the $$$512$$$ (power of two) case. Here, the density should be exactly $$$0.3$$$. Why? If $$$d$$$ is the density of the bottom-left (or top right) triangles, then we should have something like $$$$$$ f = \frac{1}{4}\left(f + f + \frac{2}{3} + \frac{1}{4}(f + f + 0 + f)\right), $$$$$$ where the first two summands are for",90
chunk::content_codeforces_2219_E_07_EDITORIAL_FULL::864,content::codeforces_2219_E_07_EDITORIAL_FULL,codeforces_2219_E,CONTENT,EDITORIAL_FULL,"+ \frac{2}{3} + \frac{1}{4}(f + f + 0 + f)\right), $$$$$$ where the first two summands are for to left and top subtriangles, the third summand is for the central triangle, and the final summand is for the bottom right subtriangle. Solving the equation yields $$$f = 8/15$$$. Thus, the density of the whole grid is $$$$$$ \frac{1}{2}\left(f + \frac{2}{3}\right) = \frac{10}{30}. $$$$$$ In the $$$n = 700$$$ (not power of two) case, the fractal gets cut off. However, intuitively, the density should be larger than $$$0.3$$$, since the extra",90
chunk::content_codeforces_2219_E_07_EDITORIAL_FULL::936,content::codeforces_2219_E_07_EDITORIAL_FULL,codeforces_2219_E,CONTENT,EDITORIAL_FULL,"case, the fractal gets cut off. However, intuitively, the density should be larger than $$$0.3$$$, since the extra part that you gain between $$$n = 512$$$ and $$$n = 700$$$ is very dense. This also holds in practise: our construction is denser than $$$0.3$$$ whenever $$$n$$$ is far from being a power of two. Finally, let us look at implementation. We already said the naive $$$O(n^3)$$$ will not pass, we will do the job in $$$O(n^2)$$$. Define a vector $$$s$$$ which is $$$1$$$ at positions $$$(i_0+1,j_0)$$$ where $$$(i_0,j_0)$$$ is a",90
chunk::content_codeforces_2219_E_07_EDITORIAL_FULL::1008,content::codeforces_2219_E_07_EDITORIAL_FULL,codeforces_2219_E,CONTENT,EDITORIAL_FULL,"the job in $$$O(n^2)$$$. Define a vector $$$s$$$ which is $$$1$$$ at positions $$$(i_0+1,j_0)$$$ where $$$(i_0,j_0)$$$ is a zero on the diagonal with $$$i_0\ge j_0$$$, and at positions $$$(i_0,j_0+1)$$$ where $$$(i_0,j_0)$$$ is a zero on the diagonal with $$$i_0 \gt j_0$$$, and let $$$s$$$ be $$$0$$$ everywhere else. Note that these points where $$$s$$$ is $$$1$$$ are the peaks of the pascal triangles we're adding to $$$w$$$ in our construction. Now, we propagate in $$$s$$$ the Pascal triangle recurrence downward and to the left from the position $$$(i_0+1,j_0)$$$ with lowest",90
chunk::content_codeforces_2219_E_07_EDITORIAL_FULL::1080,content::codeforces_2219_E_07_EDITORIAL_FULL,codeforces_2219_E,CONTENT,EDITORIAL_FULL,"propagate in $$$s$$$ the Pascal triangle recurrence downward and to the left from the position $$$(i_0+1,j_0)$$$ with lowest $$$i_0$$$, and upward to the right from the position $$$(i_0, j_0+1)$$$ with highest $$$i_0$$$. After this is done, $$$s$$$ is exactly the same as the sum of all the $$$u$$$ vectors we're adding in our construction. Thus adding $$$s$$$ to $$$w$$$ and flipping the zeros on the diagonal of $$$w$$$ results in our construction, and is $$$O(n^2)$$$.",75
chunk::content_codeforces_2220_A_07_EDITORIAL_FULL::0,content::codeforces_2220_A_07_EDITORIAL_FULL,codeforces_2220_A,CONTENT,EDITORIAL_FULL,"Hint1: What happens when there are two equal elements? Solution: If there are two equal elements in $$$a$$$, one of them will be blocked . Otherwise, sort $$$a$$$ decreasing.",29
chunk::content_codeforces_2220_B_07_EDITORIAL_FULL::0,content::codeforces_2220_B_07_EDITORIAL_FULL,codeforces_2220_B,CONTENT,EDITORIAL_FULL,"Solution: If there exists a contiguous subarray of equal values with length ≥ m, it is impossible to escape. This is because crossing such a block requires at least m seconds, and each position will look in direction 0 at least once in any m consecutive seconds. Otherwise, escape is possible. We can think of the array as consecutive blocks of equal values, each of length < m. For each block, there exists a window of time shorter than m during which none of its positions are looking at 0.",90
