tree_node_id,parent_tree_node_id,global_problem_id,node_key,parent_node_key,node_type,title,summary,evidence_text,node_text,source_section,skills,strategies,confidence,depth,order,source,normalized_difficulty,normalized_tags,topic_group,url,generation_status,generation_model,metadata
llm::codeforces_2218_C::understanding_median,llm::codeforces_2218_C::problem,codeforces_2218_C,understanding_median,problem,UNDERSTANDING,Definición de mediana para 3 elementos,La mediana es el 2º elemento al ordenar los 3 valores en orden no decreciente.,“The median of an array b containing 3 elements is the 2-nd element after b is sorted in non-decreasing order.”,"La mediana es el 2º elemento al ordenar los 3 valores en orden no decreciente.

“The median of an array b containing 3 elements is the 2-nd element after b is sorted in non-decreasing order.”",Statement,"[""Definición de mediana""]",[],0.95,1,2,codeforces,800.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/C,responses_api,gpt-5.4-nano,"{""main_topic"": ""Constructive greedy optimization of medians in triples"", ""difficulty_comment"": ""800 (constructive + greedy + math; requiere construir una permutación maximizando suma de medianas por bloques de 3)."", ""warnings"": [""El editorial provisto no incluye restricciones numéricas ni detalles de complejidad/implementación; los nodos correspondientes se dejan con baja confianza."", ""No se proporcionan ejemplos adicionales ni pseudocódigo; la implementación se infiere solo a partir del patrón de triples del editorial.""]}"
llm::codeforces_2218_C::observation_roles,llm::codeforces_2218_C::problem,codeforces_2218_C,observation_roles,problem,OBSERVATION,"Solo importa si un elemento es mediana, grande o pequeño","La posición no importa: en cada triple solo cuenta si el elemento es mediana, grande o pequeño. Además, 3n no tiene elementos mayores y 1 no tiene elementos menores, así que deben ser grande y pequeño respectivamente.","“Observe that the position of an element doesn't really matter: we are only interested in whether an element is a median, a large element or a small element (in its triple).” y “Since 3n has no elements larger than it, it must be a large element. Similarly, since 1 has no elements smaller than it, it must be a small element.”","La posición no importa: en cada triple solo cuenta si el elemento es mediana, grande o pequeño. Además, 3n no tiene elementos mayores y 1 no tiene elementos menores, así que deben ser grande y pequeño respectivamente.

“Observe that the position of an element doesn't really matter: we are only interested in whether an element is a median, a large element or a small element (in its triple).” y “Since 3n has no elements larger than it, it must be a large element. Similarly, since 1 has no elements smaller than it, it must be a small element.”",Official Editorial - Solution,"[""Razonamiento por roles en triples""]","[""Reducir el problema a asignación de roles""]",0.9,1,3,codeforces,800.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/C,responses_api,gpt-5.4-nano,"{""main_topic"": ""Constructive greedy optimization of medians in triples"", ""difficulty_comment"": ""800 (constructive + greedy + math; requiere construir una permutación maximizando suma de medianas por bloques de 3)."", ""warnings"": [""El editorial provisto no incluye restricciones numéricas ni detalles de complejidad/implementación; los nodos correspondientes se dejan con baja confianza."", ""No se proporcionan ejemplos adicionales ni pseudocódigo; la implementación se infiere solo a partir del patrón de triples del editorial.""]}"
llm::codeforces_2218_C::model,llm::codeforces_2218_C::problem,codeforces_2218_C,model,problem,MATHEMATICAL_MODEL,"Modelo: triples (l_i, m_i, r_i) con l_i < m_i < r_i","Cada bloque de 3 elementos puede verse como un triple ordenado (l_i, m_i, r_i) donde la mediana es m_i. Se ordenan las medianas m_1 < ... < m_n para razonar por disponibilidad de elementos grandes.","“Let the i-th triple be {l_i, m_i, r_i}, with l_i < m_i < r_i, and wlog let m_1 < m_2 < ... < m_n be the n medians.”","Cada bloque de 3 elementos puede verse como un triple ordenado (l_i, m_i, r_i) donde la mediana es m_i. Se ordenan las medianas m_1 < ... < m_n para razonar por disponibilidad de elementos grandes.

“Let the i-th triple be {l_i, m_i, r_i}, with l_i < m_i < r_i, and wlog let m_1 < m_2 < ... < m_n be the n medians.”",Official Editorial - Proof that this is optimal,"[""Modelar bloques como triples ordenados"", ""Ordenar variables para una cota""]",[],0.85,1,4,codeforces,800.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/C,responses_api,gpt-5.4-nano,"{""main_topic"": ""Constructive greedy optimization of medians in triples"", ""difficulty_comment"": ""800 (constructive + greedy + math; requiere construir una permutación maximizando suma de medianas por bloques de 3)."", ""warnings"": [""El editorial provisto no incluye restricciones numéricas ni detalles de complejidad/implementación; los nodos correspondientes se dejan con baja confianza."", ""No se proporcionan ejemplos adicionales ni pseudocódigo; la implementación se infiere solo a partir del patrón de triples del editorial.""]}"
llm::codeforces_2218_C::algorithm,llm::codeforces_2218_C::problem,codeforces_2218_C,algorithm,problem,ALGORITHM,Construcción greedy eligiendo la mayor mediana posible,"Elegir la mediana más grande disponible: 3n-1. Como 1 < 3n-1 < 3n, forma un triple válido. Repetir el proceso sobre el subconjunto {2,3,...,3n-2}. La construcción resultante es: {1,3n-1,3n}, {2,3n-2,3n-3}, ..., {n,2n-1,2n}.","“To maximise the sum of medians, we should pick the largest possible median available, which is 3n-1. Since 1 < 3n-1 < 3n, this forms a valid triple. Now we can repeat the process on the subset {2, 3, ... 3n-2}, yielding the construction {1, 3n-1, 3n}, {2, 3n-2, 3n-3}, ... , {n, 2n-1, 2n}.”","Elegir la mediana más grande disponible: 3n-1. Como 1 < 3n-1 < 3n, forma un triple válido. Repetir el proceso sobre el subconjunto {2,3,...,3n-2}. La construcción resultante es: {1,3n-1,3n}, {2,3n-2,3n-3}, ..., {n,2n-1,2n}.

“To maximise the sum of medians, we should pick the largest possible median available, which is 3n-1. Since 1 < 3n-1 < 3n, this forms a valid triple. Now we can repeat the process on the subset {2, 3, ... 3n-2}, yielding the construction {1, 3n-1, 3n}, {2, 3n-2, 3n-3}, ... , {n, 2n-1, 2n}.”",Official Editorial - Solution,"[""Greedy constructive"", ""Construcción por patrones""]","[""Seleccionar mediana máxima y emparejar con extremos""]",0.9,1,5,codeforces,800.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/C,responses_api,gpt-5.4-nano,"{""main_topic"": ""Constructive greedy optimization of medians in triples"", ""difficulty_comment"": ""800 (constructive + greedy + math; requiere construir una permutación maximizando suma de medianas por bloques de 3)."", ""warnings"": [""El editorial provisto no incluye restricciones numéricas ni detalles de complejidad/implementación; los nodos correspondientes se dejan con baja confianza."", ""No se proporcionan ejemplos adicionales ni pseudocódigo; la implementación se infiere solo a partir del patrón de triples del editorial.""]}"
llm::codeforces_2218_C::proof_optimal,llm::codeforces_2218_C::problem,codeforces_2218_C,proof_optimal,problem,PROOF,Prueba de optimalidad por cota de disponibilidad de elementos grandes,"Para que una mediana m_i sea mediana, necesita un elemento estrictamente mayor que no se reutilice en otros triples. Se obtiene que para las medianas ordenadas, debe cumplirse una desigualdad que fuerza m_{n-k+1} ≤ 3n - 2k + 1, que coincide con la construcción óptima.","“Each median needs an element strictly larger than it not used in any other triple. So there should be at least 1 element larger than m_n, at least 3 elements larger than m_{n-1} ... and more generally, at least 2k - 1 elements larger than m_{n-k+1}.” y “we need 2k-1 ≤ 3n - m_{n-k+1} ... Rearranging, we get m_{n-k+1} ≤ 3n - 2k + 1, as in the optimal construction.”","Para que una mediana m_i sea mediana, necesita un elemento estrictamente mayor que no se reutilice en otros triples. Se obtiene que para las medianas ordenadas, debe cumplirse una desigualdad que fuerza m_{n-k+1} ≤ 3n - 2k + 1, que coincide con la construcción óptima.

“Each median needs an element strictly larger than it not used in any other triple. So there should be at least 1 element larger than m_n, at least 3 elements larger than m_{n-1} ... and more generally, at least 2k - 1 elements larger than m_{n-k+1}.” y “we need 2k-1 ≤ 3n - m_{n-k+1} ... Rearranging, we get m_{n-k+1} ≤ 3n - 2k + 1, as in the optimal construction.”",Official Editorial - Proof that this is optimal,"[""Cotas combinatorias"", ""Reordenamiento de índices""]","[""Contar elementos disponibles mayores que una mediana""]",0.85,1,6,codeforces,800.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/C,responses_api,gpt-5.4-nano,"{""main_topic"": ""Constructive greedy optimization of medians in triples"", ""difficulty_comment"": ""800 (constructive + greedy + math; requiere construir una permutación maximizando suma de medianas por bloques de 3)."", ""warnings"": [""El editorial provisto no incluye restricciones numéricas ni detalles de complejidad/implementación; los nodos correspondientes se dejan con baja confianza."", ""No se proporcionan ejemplos adicionales ni pseudocódigo; la implementación se infiere solo a partir del patrón de triples del editorial.""]}"
llm::codeforces_2218_C::proof_step_availability,llm::codeforces_2218_C::proof_optimal,codeforces_2218_C,proof_step_availability,proof_optimal,PROOF_STEP,Paso clave: contar elementos mayores necesarios,"Si las medianas están ordenadas, para m_{n-k+1} se requieren al menos 2k-1 elementos estrictamente mayores (por m_n, r_n, r_{n-1}, etc.).","“at least 1 element larger than m_n, at least 3 elements larger than m_{n-1} (namely m_n, r_n, r_{n-1}), and more generally, at least 2k - 1 elements larger than m_{n-k+1}.”","Si las medianas están ordenadas, para m_{n-k+1} se requieren al menos 2k-1 elementos estrictamente mayores (por m_n, r_n, r_{n-1}, etc.).

“at least 1 element larger than m_n, at least 3 elements larger than m_{n-1} (namely m_n, r_n, r_{n-1}), and more generally, at least 2k - 1 elements larger than m_{n-k+1}.”",Official Editorial - Proof that this is optimal,"[""Conteo de requisitos por triple""]",[],0.8,2,7,codeforces,800.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/C,responses_api,gpt-5.4-nano,"{""main_topic"": ""Constructive greedy optimization of medians in triples"", ""difficulty_comment"": ""800 (constructive + greedy + math; requiere construir una permutación maximizando suma de medianas por bloques de 3)."", ""warnings"": [""El editorial provisto no incluye restricciones numéricas ni detalles de complejidad/implementación; los nodos correspondientes se dejan con baja confianza."", ""No se proporcionan ejemplos adicionales ni pseudocódigo; la implementación se infiere solo a partir del patrón de triples del editorial.""]}"
llm::codeforces_2218_C::proof_step_inequality,llm::codeforces_2218_C::proof_optimal,codeforces_2218_C,proof_step_inequality,proof_optimal,PROOF_STEP,Paso clave: desigualdad y reordenamiento,"En {1..3n}, hay exactamente 3n - m_{n-k+1} elementos mayores que m_{n-k+1}. Entonces 2k-1 ≤ 3n - m_{n-k+1} y se reordena a m_{n-k+1} ≤ 3n - 2k + 1.","“In the set 1 ... 3n, there are 3n - m_{n-k+1} elements larger than m_{n-k+1} ... and so we need 2k-1 ≤ 3n - m_{n-k+1}. Rearranging, we get m_{n-k+1} ≤ 3n - 2k + 1”","En {1..3n}, hay exactamente 3n - m_{n-k+1} elementos mayores que m_{n-k+1}. Entonces 2k-1 ≤ 3n - m_{n-k+1} y se reordena a m_{n-k+1} ≤ 3n - 2k + 1.

“In the set 1 ... 3n, there are 3n - m_{n-k+1} elements larger than m_{n-k+1} ... and so we need 2k-1 ≤ 3n - m_{n-k+1}. Rearranging, we get m_{n-k+1} ≤ 3n - 2k + 1”",Official Editorial - Proof that this is optimal,"[""Manipulación algebraica de desigualdades""]",[],0.85,2,8,codeforces,800.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/C,responses_api,gpt-5.4-nano,"{""main_topic"": ""Constructive greedy optimization of medians in triples"", ""difficulty_comment"": ""800 (constructive + greedy + math; requiere construir una permutación maximizando suma de medianas por bloques de 3)."", ""warnings"": [""El editorial provisto no incluye restricciones numéricas ni detalles de complejidad/implementación; los nodos correspondientes se dejan con baja confianza."", ""No se proporcionan ejemplos adicionales ni pseudocódigo; la implementación se infiere solo a partir del patrón de triples del editorial.""]}"
llm::codeforces_2218_C::implementation,llm::codeforces_2218_C::problem,codeforces_2218_C,implementation,problem,IMPLEMENTATION,Implementación: emitir los triples en el patrón dado,Construir los n triples según la fórmula del editorial y concatenarlos como permutación de longitud 3n (el statement permite cualquier orden de salida que cumpla la partición en bloques contiguos).,"“yielding the construction {1, 3n-1, 3n}, {2, 3n-2, 3n-3}, ... , {n, 2n-1, 2n}.” y “If there are multiple possible p, output any.”","Construir los n triples según la fórmula del editorial y concatenarlos como permutación de longitud 3n (el statement permite cualquier orden de salida que cumpla la partición en bloques contiguos).

“yielding the construction {1, 3n-1, 3n}, {2, 3n-2, 3n-3}, ... , {n, 2n-1, 2n}.” y “If there are multiple possible p, output any.”",Official Editorial - Solution; Statement,"[""Construcción de arreglo a partir de fórmula""]","[""Concatenar triples""]",0.7,1,9,codeforces,800.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/C,responses_api,gpt-5.4-nano,"{""main_topic"": ""Constructive greedy optimization of medians in triples"", ""difficulty_comment"": ""800 (constructive + greedy + math; requiere construir una permutación maximizando suma de medianas por bloques de 3)."", ""warnings"": [""El editorial provisto no incluye restricciones numéricas ni detalles de complejidad/implementación; los nodos correspondientes se dejan con baja confianza."", ""No se proporcionan ejemplos adicionales ni pseudocódigo; la implementación se infiere solo a partir del patrón de triples del editorial.""]}"
llm::codeforces_2218_C::complexity,llm::codeforces_2218_C::problem,codeforces_2218_C,complexity,problem,COMPLEXITY,Complejidad,No especificada en el editorial provisto.,,No especificada en el editorial provisto.,Official Editorial,[],[],0.1,1,10,codeforces,800.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/C,responses_api,gpt-5.4-nano,"{""main_topic"": ""Constructive greedy optimization of medians in triples"", ""difficulty_comment"": ""800 (constructive + greedy + math; requiere construir una permutación maximizando suma de medianas por bloques de 3)."", ""warnings"": [""El editorial provisto no incluye restricciones numéricas ni detalles de complejidad/implementación; los nodos correspondientes se dejan con baja confianza."", ""No se proporcionan ejemplos adicionales ni pseudocódigo; la implementación se infiere solo a partir del patrón de triples del editorial.""]}"
llm::codeforces_2218_C::common_mistake,llm::codeforces_2218_C::problem,codeforces_2218_C,common_mistake,problem,COMMON_MISTAKE,Errores comunes (no cubiertos explícitamente),No hay información explícita en el texto provisto sobre errores comunes.,,No hay información explícita en el texto provisto sobre errores comunes.,Official Editorial,[],[],0.1,1,11,codeforces,800.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/C,responses_api,gpt-5.4-nano,"{""main_topic"": ""Constructive greedy optimization of medians in triples"", ""difficulty_comment"": ""800 (constructive + greedy + math; requiere construir una permutación maximizando suma de medianas por bloques de 3)."", ""warnings"": [""El editorial provisto no incluye restricciones numéricas ni detalles de complejidad/implementación; los nodos correspondientes se dejan con baja confianza."", ""No se proporcionan ejemplos adicionales ni pseudocódigo; la implementación se infiere solo a partir del patrón de triples del editorial.""]}"
llm::codeforces_2218_C::edge_case,llm::codeforces_2218_C::problem,codeforces_2218_C,edge_case,problem,EDGE_CASE,Casos límite,El statement no incluye restricciones numéricas (CONSTRAINTS: nan). No se puede detallar manejo de límites.,“CONSTRAINTS nan”,"El statement no incluye restricciones numéricas (CONSTRAINTS: nan). No se puede detallar manejo de límites.

“CONSTRAINTS nan”",Statement,[],[],0.2,1,12,codeforces,800.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/C,responses_api,gpt-5.4-nano,"{""main_topic"": ""Constructive greedy optimization of medians in triples"", ""difficulty_comment"": ""800 (constructive + greedy + math; requiere construir una permutación maximizando suma de medianas por bloques de 3)."", ""warnings"": [""El editorial provisto no incluye restricciones numéricas ni detalles de complejidad/implementación; los nodos correspondientes se dejan con baja confianza."", ""No se proporcionan ejemplos adicionales ni pseudocódigo; la implementación se infiere solo a partir del patrón de triples del editorial.""]}"
