node_id,parent_node_id,global_problem_id,node_type,title,text,depth,order,source,normalized_difficulty,normalized_tags,topic_group,url,metadata
pi::page::codeforces_2009_G1_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2009_G1,codeforces_2009_G1,EDITORIAL_OBSERVATION,Yunli's Subarray Queries (easy version) - Editorial Observation,,4,8,codeforces,1900.0,"[""techniques"", ""data_structures""]","[""techniques"", ""data_structures""]",https://codeforces.com/problemset/problem/2009/G1,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2009/G1"", ""normalized_tags"": [""techniques"", ""data_structures""], ""topic_group"": [""techniques"", ""data_structures""], ""difficulty"": 1900.0, ""source_page_node_id"": ""codeforces_2009_G1::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2009_G2_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2009_G2,codeforces_2009_G2,EDITORIAL_OBSERVATION,Yunli's Subarray Queries (hard version) - Editorial Observation,,4,8,codeforces,2200.0,"[""techniques"", ""data_structures"", ""dynamic_programming""]","[""techniques"", ""data_structures"", ""dynamic_programming""]",https://codeforces.com/problemset/problem/2009/G2,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2009/G2"", ""normalized_tags"": [""techniques"", ""data_structures"", ""dynamic_programming""], ""topic_group"": [""techniques"", ""data_structures"", ""dynamic_programming""], ""difficulty"": 2200.0, ""source_page_node_id"": ""codeforces_2009_G2::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2009_G3_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2009_G3,codeforces_2009_G3,EDITORIAL_OBSERVATION,Yunli's Subarray Queries (extreme version) - Editorial Observation,,4,8,codeforces,2700.0,"[""data_structures"", ""dynamic_programming"", ""implementation_constructive""]","[""data_structures"", ""dynamic_programming"", ""implementation_constructive""]",https://codeforces.com/problemset/problem/2009/G3,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2009/G3"", ""normalized_tags"": [""data_structures"", ""dynamic_programming"", ""implementation_constructive""], ""topic_group"": [""data_structures"", ""dynamic_programming"", ""implementation_constructive""], ""difficulty"": 2700.0, ""source_page_node_id"": ""codeforces_2009_G3::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2044_A_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2044_A,codeforces_2044_A,EDITORIAL_OBSERVATION,Easy Problem - Editorial Observation,,4,8,codeforces,800.0,"[""implementation_constructive"", ""math""]","[""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2044/A,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2044/A"", ""normalized_tags"": [""implementation_constructive"", ""math""], ""topic_group"": [""implementation_constructive"", ""math""], ""difficulty"": 800.0, ""source_page_node_id"": ""codeforces_2044_A::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2044_B_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2044_B,codeforces_2044_B,EDITORIAL_OBSERVATION,Normal Problem - Editorial Observation,,4,8,codeforces,800.0,"[""implementation_constructive"", ""strings""]","[""implementation_constructive"", ""strings""]",https://codeforces.com/problemset/problem/2044/B,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2044/B"", ""normalized_tags"": [""implementation_constructive"", ""strings""], ""topic_group"": [""implementation_constructive"", ""strings""], ""difficulty"": 800.0, ""source_page_node_id"": ""codeforces_2044_B::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2044_C_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2044_C,codeforces_2044_C,EDITORIAL_OBSERVATION,Hard Problem - Editorial Observation,,4,8,codeforces,800.0,"[""greedy"", ""math""]","[""greedy"", ""math""]",https://codeforces.com/problemset/problem/2044/C,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2044/C"", ""normalized_tags"": [""greedy"", ""math""], ""topic_group"": [""greedy"", ""math""], ""difficulty"": 800.0, ""source_page_node_id"": ""codeforces_2044_C::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2044_D_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2044_D,codeforces_2044_D,EDITORIAL_OBSERVATION,Harder Problem - Editorial Observation,,4,8,codeforces,1100.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2044/D,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2044/D"", ""normalized_tags"": [""implementation_constructive"", ""greedy"", ""math""], ""topic_group"": [""implementation_constructive"", ""greedy"", ""math""], ""difficulty"": 1100.0, ""source_page_node_id"": ""codeforces_2044_D::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2044_E_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2044_E,codeforces_2044_E,EDITORIAL_OBSERVATION,Insane Problem - Editorial Observation,"When $k^n$ is fixed and you are given $\frac{y}{x}=k^n$, notice $y$ is fixed as $x k^n$.",4,8,codeforces,1300.0,"[""techniques"", ""greedy"", ""implementation_constructive"", ""math""]","[""techniques"", ""greedy"", ""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2044/E,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2044/E"", ""normalized_tags"": [""techniques"", ""greedy"", ""implementation_constructive"", ""math""], ""topic_group"": [""techniques"", ""greedy"", ""implementation_constructive"", ""math""], ""difficulty"": 1300.0, ""source_page_node_id"": ""codeforces_2044_E::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2044_F_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2044_F,codeforces_2044_F,EDITORIAL_OBSERVATION,Easy Demon Problem - Editorial Observation,"An important observation is that the element at position $(r, c)$ is counted twice, so we must account for this in the formula.

Using the observations above:
$X = B - (b_i \cdot \text{SumA} + a_j \cdot \text{SumB} - a_j \cdot b_i)$
Simplifying further:
$X = \text{SumA} \cdot \text{SumB} - b_i \cdot \text{SumA} - a_j \cdot \text{SumB} + a_j \cdot b_i$
Factoring terms, we obtain:
$X = \text{SumA} \cdot (\text{SumB} - b_i) - a_j \cdot (\text{SumB} - b_i)$
Finally:
$X = (\text{SumB} - b_i) \cdot (\text{SumA} - a_j)$
At this stage, it is sufficient to iterate over the divisors of $X$.",4,8,codeforces,1900.0,"[""techniques"", ""implementation_constructive"", ""data_structures"", ""math""]","[""techniques"", ""implementation_constructive"", ""data_structures"", ""math""]",https://codeforces.com/problemset/problem/2044/F,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2044/F"", ""normalized_tags"": [""techniques"", ""implementation_constructive"", ""data_structures"", ""math""], ""topic_group"": [""techniques"", ""implementation_constructive"", ""data_structures"", ""math""], ""difficulty"": 1900.0, ""source_page_node_id"": ""codeforces_2044_F::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2044_G1_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2044_G1,codeforces_2044_G1,EDITORIAL_OBSERVATION,Medium Demon Problem (easy version) - Editorial Observation,,4,8,codeforces,1700.0,"[""graphs"", ""graph_matchings"", ""implementation_constructive""]","[""graphs"", ""graph_matchings"", ""implementation_constructive""]",https://codeforces.com/problemset/problem/2044/G1,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2044/G1"", ""normalized_tags"": [""graphs"", ""graph_matchings"", ""implementation_constructive""], ""topic_group"": [""graphs"", ""graph_matchings"", ""implementation_constructive""], ""difficulty"": 1700.0, ""source_page_node_id"": ""codeforces_2044_G1::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2044_G2_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2044_G2,codeforces_2044_G2,EDITORIAL_OBSERVATION,Medium Demon Problem (hard version) - Editorial Observation,,4,8,codeforces,1900.0,"[""graphs"", ""dynamic_programming"", ""data_structures"", ""implementation_constructive""]","[""graphs"", ""dynamic_programming"", ""data_structures"", ""implementation_constructive""]",https://codeforces.com/problemset/problem/2044/G2,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2044/G2"", ""normalized_tags"": [""graphs"", ""dynamic_programming"", ""data_structures"", ""implementation_constructive""], ""topic_group"": [""graphs"", ""dynamic_programming"", ""data_structures"", ""implementation_constructive""], ""difficulty"": 1900.0, ""source_page_node_id"": ""codeforces_2044_G2::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2044_H_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2044_H,codeforces_2044_H,EDITORIAL_OBSERVATION,Hard Demon Problem - Editorial Observation,"You can notice that this naturally corresponds to the order we had defined as well.

Notice $x \cdot n$, $y$, $1$ are independent, and we can split them into sums $\sum_x x \cdot n \cdot M_{(x,y)}$, $\sum_y y \cdot M_{(x,y)}$, $\sum M_{(x,y)}$.",4,8,codeforces,2100.0,"[""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""math""]","[""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""math""]",https://codeforces.com/problemset/problem/2044/H,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2044/H"", ""normalized_tags"": [""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""math""], ""topic_group"": [""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""math""], ""difficulty"": 2100.0, ""source_page_node_id"": ""codeforces_2044_H::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2065_A_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2065_A,codeforces_2065_A,EDITORIAL_OBSERVATION,Skibidus and Amog'u - Editorial Observation,,4,8,codeforces,800.0,"[""implementation_constructive"", ""greedy"", ""strings""]","[""implementation_constructive"", ""greedy"", ""strings""]",https://codeforces.com/problemset/problem/2065/A,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2065/A"", ""normalized_tags"": [""implementation_constructive"", ""greedy"", ""strings""], ""topic_group"": [""implementation_constructive"", ""greedy"", ""strings""], ""difficulty"": 800.0, ""source_page_node_id"": ""codeforces_2065_A::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2065_B_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2065_B,codeforces_2065_B,EDITORIAL_OBSERVATION,Skibidus and Ohio - Editorial Observation,,4,8,codeforces,800.0,"[""strings""]","[""strings""]",https://codeforces.com/problemset/problem/2065/B,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2065/B"", ""normalized_tags"": [""strings""], ""topic_group"": [""strings""], ""difficulty"": 800.0, ""source_page_node_id"": ""codeforces_2065_B::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2065_C1_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2065_C1,codeforces_2065_C1,EDITORIAL_OBSERVATION,Skibidus and Fanum Tax (easy version) - Editorial Observation,,4,8,codeforces,1100.0,"[""techniques"", ""dynamic_programming"", ""greedy""]","[""techniques"", ""dynamic_programming"", ""greedy""]",https://codeforces.com/problemset/problem/2065/C1,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2065/C1"", ""normalized_tags"": [""techniques"", ""dynamic_programming"", ""greedy""], ""topic_group"": [""techniques"", ""dynamic_programming"", ""greedy""], ""difficulty"": 1100.0, ""source_page_node_id"": ""codeforces_2065_C1::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2065_C2_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2065_C2,codeforces_2065_C2,EDITORIAL_OBSERVATION,Skibidus and Fanum Tax (hard version) - Editorial Observation,,4,8,codeforces,1300.0,"[""techniques"", ""greedy""]","[""techniques"", ""greedy""]",https://codeforces.com/problemset/problem/2065/C2,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2065/C2"", ""normalized_tags"": [""techniques"", ""greedy""], ""topic_group"": [""techniques"", ""greedy""], ""difficulty"": 1300.0, ""source_page_node_id"": ""codeforces_2065_C2::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2065_D_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2065_D,codeforces_2065_D,EDITORIAL_OBSERVATION,Skibidus and Sigma - Editorial Observation,,4,8,codeforces,1200.0,"[""greedy"", ""techniques""]","[""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2065/D,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2065/D"", ""normalized_tags"": [""greedy"", ""techniques""], ""topic_group"": [""greedy"", ""techniques""], ""difficulty"": 1200.0, ""source_page_node_id"": ""codeforces_2065_D::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2065_E_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2065_E,codeforces_2065_E,EDITORIAL_OBSERVATION,Skibidus and Rizz - Editorial Observation,,4,8,codeforces,1600.0,"[""implementation_constructive"", ""greedy"", ""strings""]","[""implementation_constructive"", ""greedy"", ""strings""]",https://codeforces.com/problemset/problem/2065/E,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2065/E"", ""normalized_tags"": [""implementation_constructive"", ""greedy"", ""strings""], ""topic_group"": [""implementation_constructive"", ""greedy"", ""strings""], ""difficulty"": 1600.0, ""source_page_node_id"": ""codeforces_2065_E::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2065_F_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2065_F,codeforces_2065_F,EDITORIAL_OBSERVATION,Skibidus and Slay - Editorial Observation,,4,8,codeforces,1700.0,"[""data_structures"", ""graphs"", ""greedy""]","[""data_structures"", ""graphs"", ""greedy""]",https://codeforces.com/problemset/problem/2065/F,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2065/F"", ""normalized_tags"": [""data_structures"", ""graphs"", ""greedy""], ""topic_group"": [""data_structures"", ""graphs"", ""greedy""], ""difficulty"": 1700.0, ""source_page_node_id"": ""codeforces_2065_F::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2065_G_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2065_G,codeforces_2065_G,EDITORIAL_OBSERVATION,Skibidus and Capping - Editorial Observation,,4,8,codeforces,1700.0,"[""math""]","[""math""]",https://codeforces.com/problemset/problem/2065/G,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2065/G"", ""normalized_tags"": [""math""], ""topic_group"": [""math""], ""difficulty"": 1700.0, ""source_page_node_id"": ""codeforces_2065_G::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2065_H_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2065_H,codeforces_2065_H,EDITORIAL_OBSERVATION,Bro Thinks He's Him - Editorial Observation,,4,8,codeforces,2200.0,"[""math"", ""data_structures"", ""techniques"", ""dynamic_programming""]","[""math"", ""data_structures"", ""techniques"", ""dynamic_programming""]",https://codeforces.com/problemset/problem/2065/H,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2065/H"", ""normalized_tags"": [""math"", ""data_structures"", ""techniques"", ""dynamic_programming""], ""topic_group"": [""math"", ""data_structures"", ""techniques"", ""dynamic_programming""], ""difficulty"": 2200.0, ""source_page_node_id"": ""codeforces_2065_H::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2094_A_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2094_A,codeforces_2094_A,EDITORIAL_OBSERVATION,Trippi Troppi - Editorial Observation,,4,8,codeforces,800.0,"[""strings""]","[""strings""]",https://codeforces.com/problemset/problem/2094/A,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2094/A"", ""normalized_tags"": [""strings""], ""topic_group"": [""strings""], ""difficulty"": 800.0, ""source_page_node_id"": ""codeforces_2094_A::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2094_B_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2094_B,codeforces_2094_B,EDITORIAL_OBSERVATION,Bobritto Bandito - Editorial Observation,,4,8,codeforces,800.0,"[""implementation_constructive""]","[""implementation_constructive""]",https://codeforces.com/problemset/problem/2094/B,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2094/B"", ""normalized_tags"": [""implementation_constructive""], ""topic_group"": [""implementation_constructive""], ""difficulty"": 800.0, ""source_page_node_id"": ""codeforces_2094_B::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2094_C_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2094_C,codeforces_2094_C,EDITORIAL_OBSERVATION,Brr Brrr Patapim - Editorial Observation,,4,8,codeforces,900.0,"[""math""]","[""math""]",https://codeforces.com/problemset/problem/2094/C,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2094/C"", ""normalized_tags"": [""math""], ""topic_group"": [""math""], ""difficulty"": 900.0, ""source_page_node_id"": ""codeforces_2094_C::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2094_D_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2094_D,codeforces_2094_D,EDITORIAL_OBSERVATION,Tung Tung Sahur - Editorial Observation,,4,8,codeforces,1100.0,"[""greedy"", ""strings"", ""techniques""]","[""greedy"", ""strings"", ""techniques""]",https://codeforces.com/problemset/problem/2094/D,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2094/D"", ""normalized_tags"": [""greedy"", ""strings"", ""techniques""], ""topic_group"": [""greedy"", ""strings"", ""techniques""], ""difficulty"": 1100.0, ""source_page_node_id"": ""codeforces_2094_D::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2094_E_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2094_E,codeforces_2094_E,EDITORIAL_OBSERVATION,Boneca Ambalabu - Editorial Observation,,4,8,codeforces,1200.0,"[""data_structures""]","[""data_structures""]",https://codeforces.com/problemset/problem/2094/E,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2094/E"", ""normalized_tags"": [""data_structures""], ""topic_group"": [""data_structures""], ""difficulty"": 1200.0, ""source_page_node_id"": ""codeforces_2094_E::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2094_F_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2094_F,codeforces_2094_F,EDITORIAL_OBSERVATION,Trulimero Trulicina - Editorial Observation,,4,8,codeforces,1600.0,"[""implementation_constructive""]","[""implementation_constructive""]",https://codeforces.com/problemset/problem/2094/F,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2094/F"", ""normalized_tags"": [""implementation_constructive""], ""topic_group"": [""implementation_constructive""], ""difficulty"": 1600.0, ""source_page_node_id"": ""codeforces_2094_F::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2094_G_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2094_G,codeforces_2094_G,EDITORIAL_OBSERVATION,Chimpanzini Bananini - Editorial Observation,Notice that $rscore$ changes in the reverse way; this is equivalent to popping the front element of the array and pushing it to the back.,4,8,codeforces,1700.0,"[""data_structures"", ""implementation_constructive"", ""math""]","[""data_structures"", ""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2094/G,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2094/G"", ""normalized_tags"": [""data_structures"", ""implementation_constructive"", ""math""], ""topic_group"": [""data_structures"", ""implementation_constructive"", ""math""], ""difficulty"": 1700.0, ""source_page_node_id"": ""codeforces_2094_G::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2094_H_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2094_H,codeforces_2094_H,EDITORIAL_OBSERVATION,La Vaca Saturno Saturnita - Editorial Observation,"We make the following two observations: first, the value of $k$ only changes if $a[i]$ is a divisor of $k$, and second, if there exists $a[i_1] = a[i_2]$ with $l\leq i_1 \lt i_2 \leq r$, then the value of $k$ will not change at $i=i_2$ (because after the iteration $i=i_1$, we have that $k$ is no longer divisible by $a[i_2]$).",4,8,codeforces,1900.0,"[""techniques"", ""implementation_constructive"", ""math""]","[""techniques"", ""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2094/H,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2094/H"", ""normalized_tags"": [""techniques"", ""implementation_constructive"", ""math""], ""topic_group"": [""techniques"", ""implementation_constructive"", ""math""], ""difficulty"": 1900.0, ""source_page_node_id"": ""codeforces_2094_H::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2148_A_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2148_A,codeforces_2148_A,EDITORIAL_OBSERVATION,Sublime Sequence - Editorial Observation,"2148A - Sublime Sequence
Solution (written by cry)
Notice that if we pair each odd-indexed element with an even-indexed element, it sums to $0$.",4,8,codeforces,800.0,"[""implementation_constructive"", ""data_structures"", ""math""]","[""implementation_constructive"", ""data_structures"", ""math""]",https://codeforces.com/problemset/problem/2148/A,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2148/A"", ""normalized_tags"": [""implementation_constructive"", ""data_structures"", ""math""], ""topic_group"": [""implementation_constructive"", ""data_structures"", ""math""], ""difficulty"": 800.0, ""source_page_node_id"": ""codeforces_2148_A::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2148_B_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2148_B,codeforces_2148_B,EDITORIAL_OBSERVATION,Lasers - Editorial Observation,,4,8,codeforces,800.0,"[""math""]","[""math""]",https://codeforces.com/problemset/problem/2148/B,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2148/B"", ""normalized_tags"": [""math""], ""topic_group"": [""math""], ""difficulty"": 800.0, ""source_page_node_id"": ""codeforces_2148_B::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2148_C_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2148_C,codeforces_2148_C,EDITORIAL_OBSERVATION,Pacer - Editorial Observation,,4,8,codeforces,900.0,"[""greedy"", ""math""]","[""greedy"", ""math""]",https://codeforces.com/problemset/problem/2148/C,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2148/C"", ""normalized_tags"": [""greedy"", ""math""], ""topic_group"": [""greedy"", ""math""], ""difficulty"": 900.0, ""source_page_node_id"": ""codeforces_2148_C::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2148_D_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2148_D,codeforces_2148_D,EDITORIAL_OBSERVATION,Destruction of the Dandelion Fields - Editorial Observation,,4,8,codeforces,1000.0,"[""implementation_constructive"", ""greedy"", ""techniques""]","[""implementation_constructive"", ""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2148/D,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2148/D"", ""normalized_tags"": [""implementation_constructive"", ""greedy"", ""techniques""], ""topic_group"": [""implementation_constructive"", ""greedy"", ""techniques""], ""difficulty"": 1000.0, ""source_page_node_id"": ""codeforces_2148_D::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2148_E_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2148_E,codeforces_2148_E,EDITORIAL_OBSERVATION,Split - Editorial Observation,,4,8,codeforces,1200.0,"[""techniques"", ""data_structures""]","[""techniques"", ""data_structures""]",https://codeforces.com/problemset/problem/2148/E,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2148/E"", ""normalized_tags"": [""techniques"", ""data_structures""], ""topic_group"": [""techniques"", ""data_structures""], ""difficulty"": 1200.0, ""source_page_node_id"": ""codeforces_2148_E::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2148_F_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2148_F,codeforces_2148_F,EDITORIAL_OBSERVATION,Gravity Falls - Editorial Observation,The essential observation is: There exist at most $\sqrt{\sum k}$ distinct values of $k$ among the $n$ arrays.,4,8,codeforces,1800.0,"[""greedy"", ""implementation_constructive"", ""techniques""]","[""greedy"", ""implementation_constructive"", ""techniques""]",https://codeforces.com/problemset/problem/2148/F,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2148/F"", ""normalized_tags"": [""greedy"", ""implementation_constructive"", ""techniques""], ""topic_group"": [""greedy"", ""implementation_constructive"", ""techniques""], ""difficulty"": 1800.0, ""source_page_node_id"": ""codeforces_2148_F::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2148_G_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2148_G,codeforces_2148_G,EDITORIAL_OBSERVATION,Farmer John's Last Wish - Editorial Observation,A useful observation is that scaling the entire array (multiplying or dividing every element by the same integer) does not affect where this drop occurs; each $\gcd$ value is just scaled accordingly.,4,8,codeforces,1900.0,"[""techniques"", ""data_structures"", ""math""]","[""techniques"", ""data_structures"", ""math""]",https://codeforces.com/problemset/problem/2148/G,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2148/G"", ""normalized_tags"": [""techniques"", ""data_structures"", ""math""], ""topic_group"": [""techniques"", ""data_structures"", ""math""], ""difficulty"": 1900.0, ""source_page_node_id"": ""codeforces_2148_G::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2167_A_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2167_A,codeforces_2167_A,EDITORIAL_OBSERVATION,Square? - Editorial Observation,,4,8,codeforces,800.0,"[""math"", ""techniques""]","[""math"", ""techniques""]",https://codeforces.com/problemset/problem/2167/A,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2167/A"", ""normalized_tags"": [""math"", ""techniques""], ""topic_group"": [""math"", ""techniques""], ""difficulty"": 800.0, ""source_page_node_id"": ""codeforces_2167_A::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2167_B_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2167_B,codeforces_2167_B,EDITORIAL_OBSERVATION,Your Name - Editorial Observation,"Solution:
Notice that we can rearrange one string into another only if each letter appears the same number of times in both strings.",4,8,codeforces,800.0,"[""techniques"", ""strings""]","[""techniques"", ""strings""]",https://codeforces.com/problemset/problem/2167/B,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2167/B"", ""normalized_tags"": [""techniques"", ""strings""], ""topic_group"": [""techniques"", ""strings""], ""difficulty"": 800.0, ""source_page_node_id"": ""codeforces_2167_B::08_EDITORIAL_OBSERVATION""}"
pi::page::codeforces_2167_C_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2167_C,codeforces_2167_C,EDITORIAL_OBSERVATION,Isamatdin and His Magic Wand! - Editorial Observation,"Solution:
First of all, notice that if all elements have the same parity, we cannot perform any swaps.",4,8,codeforces,800.0,"[""implementation_constructive"", ""greedy"", ""techniques""]","[""implementation_constructive"", ""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2167/C,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2167/C"", ""normalized_tags"": [""implementation_constructive"", ""greedy"", ""techniques""], ""topic_group"": [""implementation_constructive"", ""greedy"", ""techniques""], ""difficulty"": 800.0, ""source_page_node_id"": ""codeforces_2167_C::08_EDITORIAL_OBSERVATION""}"
